,All people,Under 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100 and over
S01003814,786,3,5,9,4,9,11,8,2,3,9,7,4,5,8,6,6,11,10,6,2,7,10,3,6,2,17,9,3,9,9,9,5,4,5,6,8,4,6,9,4,10,7,5,8,18,13,11,18,18,8,12,11,12,13,7,12,7,12,18,19,13,7,20,9,7,8,14,12,17,10,9,14,11,12,12,12,7,6,5,9,5,9,6,7,4,5,9,3,7,2,2,2,2,2,1,0,0,0,1,2,1
S01003815,842,8,9,10,4,13,7,7,5,14,8,4,2,9,5,4,4,6,5,11,16,2,6,10,11,18,17,23,18,11,22,16,19,14,10,16,14,16,8,12,11,8,7,9,12,18,9,13,12,14,6,7,5,8,12,13,9,11,18,11,13,2,7,6,7,17,8,9,6,10,5,7,8,4,8,6,5,2,11,6,4,12,7,9,3,6,1,4,3,4,1,6,3,3,1,0,0,0,0,0,0,1
S01003816,986,14,12,10,10,10,5,12,5,8,14,12,13,16,13,10,12,16,18,7,11,5,11,6,11,7,4,11,10,11,10,9,6,11,18,9,7,11,16,21,17,16,19,18,18,22,18,21,26,23,13,16,16,15,9,13,9,13,16,13,8,13,17,13,16,12,9,8,2,9,7,14,13,12,7,5,8,9,14,4,5,6,4,4,0,0,4,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0
S01003817,1035,14,14,15,17,14,18,19,10,12,13,15,12,11,16,14,7,17,11,14,13,9,17,13,14,10,16,16,15,14,19,11,10,14,17,10,11,11,10,11,9,10,11,11,14,11,13,15,17,16,13,14,20,16,15,11,10,14,15,15,8,4,12,9,6,10,9,6,8,10,9,9,5,10,7,9,9,6,4,5,7,8,9,8,8,11,8,4,7,8,0,2,2,0,1,1,1,0,1,0,0,0
S01003818,803,11,6,11,7,15,6,13,12,11,9,8,5,8,12,16,12,13,14,8,11,7,6,8,5,10,8,3,13,4,12,9,10,14,6,8,14,5,11,14,12,8,12,12,9,21,5,9,20,19,12,7,16,14,7,5,6,4,9,7,9,10,8,9,10,10,7,9,11,8,10,11,7,9,9,13,8,8,3,3,12,6,2,2,3,3,2,4,2,2,0,0,1,0,0,1,0,1,1,0,0,0
S01003819,2446,54,42,46,44,52,43,38,36,23,30,30,40,32,44,34,42,34,32,21,16,22,20,24,22,30,31,34,40,37,39,44,51,47,47,43,41,49,49,38,58,49,32,49,56,38,58,55,38,29,46,35,19,28,21,29,22,23,16,13,20,23,18,17,24,20,18,13,14,9,11,13,8,15,11,7,10,8,7,5,5,2,4,1,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
S01003820,1011,6,11,7,7,7,6,5,10,5,3,8,7,9,9,7,9,14,13,10,11,10,18,20,18,22,24,24,26,26,23,24,14,17,10,14,18,21,16,14,16,19,10,10,15,11,22,14,16,19,15,12,13,21,9,17,9,9,7,9,9,7,7,9,5,6,7,9,7,9,8,2,5,5,11,6,4,2,11,7,8,6,15,4,6,4,5,1,4,7,3,5,3,3,1,0,0,0,2,0,2,0
S01003821,763,10,6,9,16,13,7,3,7,5,10,6,6,7,9,5,6,15,7,11,8,14,12,12,8,9,19,12,11,10,9,16,11,10,10,6,14,11,6,9,7,13,7,9,10,12,12,13,9,10,10,10,20,20,19,8,10,10,11,17,8,11,12,8,6,7,5,7,8,9,7,10,6,5,3,4,2,5,2,4,5,2,1,4,1,1,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0
S01003822,666,9,7,5,7,6,9,4,8,10,5,3,5,5,12,6,12,9,5,11,8,15,16,15,7,15,17,16,10,4,12,8,11,14,9,9,13,10,13,10,7,9,12,13,6,7,15,7,6,13,8,5,10,12,10,10,11,4,7,5,7,9,7,9,6,5,4,6,2,4,2,3,6,6,4,5,2,7,2,4,1,4,3,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
S01003823,977,10,7,7,5,2,9,14,12,9,14,11,12,11,15,14,13,9,11,12,5,7,6,4,6,16,14,7,11,7,7,10,6,13,5,16,12,15,2,13,11,13,10,8,20,15,19,11,9,14,12,16,12,17,8,16,11,9,13,17,22,9,20,10,7,7,7,13,13,17,7,10,10,6,13,8,15,6,11,6,11,8,10,10,8,6,3,9,7,7,6,5,5,4,3,6,4,2,1,0,1,4
S01003824,816,7,5,5,6,8,3,6,4,4,5,6,10,5,5,3,7,11,13,6,13,16,17,12,15,12,24,16,17,23,20,25,14,15,7,12,10,11,11,14,7,12,15,14,11,17,8,18,14,18,19,9,12,14,10,13,11,7,15,12,8,5,10,9,8,10,6,7,13,11,2,5,1,4,2,2,1,3,3,2,2,7,5,2,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01003825,867,26,33,21,35,25,17,25,18,16,25,21,11,10,10,14,6,7,10,10,6,7,9,12,16,21,17,21,29,24,19,26,27,15,18,11,18,17,12,16,15,18,13,5,6,4,12,6,4,12,5,4,4,4,8,3,2,6,5,8,5,6,6,0,3,5,1,0,1,0,0,1,2,1,3,2,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
S01003826,749,8,11,14,6,12,4,6,4,10,4,6,5,5,12,6,11,8,11,6,3,10,9,12,15,5,9,11,5,8,5,15,8,5,10,11,9,3,11,7,17,11,12,13,6,8,10,7,7,12,13,11,11,8,9,12,17,14,12,12,12,13,5,9,17,6,5,8,8,6,10,5,4,5,2,4,4,10,6,8,4,2,6,5,5,5,5,5,3,3,3,5,5,0,2,0,1,1,0,0,0,0
S01003827,817,18,6,7,4,5,4,5,9,13,8,2,9,11,6,11,7,8,14,4,10,4,5,8,10,11,8,8,11,11,12,16,13,9,5,10,13,14,14,12,8,9,14,15,7,11,12,16,12,11,14,12,14,19,10,7,9,11,16,10,12,10,7,8,17,10,7,14,7,15,8,9,9,6,11,8,7,7,5,2,9,12,3,3,2,1,4,0,3,4,1,2,0,0,2,0,0,0,0,0,0,0
S01003828,1145,8,11,10,17,12,15,12,15,21,15,16,15,17,14,14,14,16,11,10,8,7,8,5,12,7,14,10,11,14,10,18,12,17,7,18,23,18,16,24,18,15,13,22,14,17,23,18,31,16,16,21,16,19,10,10,11,19,19,15,10,15,16,14,18,16,12,8,10,7,11,8,8,7,3,4,7,12,9,7,9,8,4,4,4,8,8,5,6,5,5,1,1,1,0,5,3,0,1,0,0,0
S01003829,665,12,10,12,8,9,3,3,8,8,3,11,5,9,6,9,14,16,1,10,4,18,7,9,11,15,9,12,13,13,5,4,14,9,7,7,10,7,7,7,6,6,4,8,10,12,12,5,9,3,8,8,8,5,6,8,11,10,6,7,15,5,8,6,11,8,6,7,4,5,4,7,7,4,6,6,4,3,6,6,5,6,4,6,3,3,3,2,2,1,1,2,1,0,0,0,1,0,0,0,0,0
S01003830,901,13,8,12,21,13,16,13,15,13,11,11,6,19,16,12,11,22,13,15,17,8,13,6,11,10,14,14,7,19,9,16,15,12,14,14,7,12,13,5,8,13,16,11,18,15,6,7,14,14,13,16,11,10,9,12,10,16,13,12,6,7,11,13,13,8,8,11,3,6,7,12,7,8,8,1,2,3,3,2,0,3,4,1,5,2,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
S01003831,584,6,3,2,2,1,2,4,1,5,3,3,3,4,2,6,3,9,8,7,6,5,5,3,11,7,10,6,7,8,9,2,4,4,5,8,10,7,6,7,7,9,7,10,6,9,10,12,10,7,13,17,11,9,6,8,21,19,15,11,12,6,5,6,6,9,11,3,7,7,5,10,8,8,5,3,7,4,4,4,10,3,4,3,2,1,0,0,3,0,1,2,0,2,1,1,0,0,0,0,0,0
S01003832,944,6,11,6,14,5,8,11,10,8,8,9,8,11,7,11,8,11,7,9,22,18,10,14,14,9,16,22,11,22,16,18,17,9,15,11,20,9,14,16,11,11,14,11,11,11,13,10,19,7,20,16,8,10,17,13,16,11,15,17,15,12,10,13,10,10,12,3,9,10,9,4,9,7,9,8,3,3,7,4,4,6,5,3,8,3,2,1,3,2,2,1,0,0,0,3,1,1,0,0,0,0
S01003833,537,5,1,3,3,1,2,3,1,0,2,0,1,1,2,2,1,1,6,3,5,6,10,6,6,18,15,11,7,12,9,3,11,11,7,11,4,9,6,8,5,2,6,11,8,9,18,6,12,4,11,9,4,5,10,8,13,13,8,5,4,6,3,7,7,9,4,3,5,11,6,3,6,5,7,7,7,5,7,7,6,3,4,5,3,2,2,1,2,0,1,2,2,1,1,0,0,1,0,0,0,2
S01003834,651,5,2,6,7,5,5,6,3,6,7,7,5,6,8,5,7,10,7,12,7,9,5,10,5,13,3,7,10,11,8,13,10,8,8,12,4,3,6,6,5,17,9,5,8,16,11,13,12,10,8,10,11,12,9,15,10,10,13,18,15,6,2,9,13,4,12,8,6,11,4,4,7,2,5,5,3,7,6,2,1,4,1,1,1,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
S01003835,534,5,2,4,0,4,2,3,2,2,5,1,2,4,7,8,7,8,4,5,9,6,4,11,5,4,6,6,9,5,7,11,8,5,5,5,4,7,10,5,13,4,8,14,13,13,10,10,10,14,10,9,8,13,10,7,13,12,8,11,6,7,6,9,10,10,6,4,6,4,2,4,5,1,1,5,4,3,3,4,1,1,1,1,3,2,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
S01003836,513,6,8,6,5,4,1,5,1,2,0,1,2,4,2,1,1,2,3,7,10,10,9,7,6,11,17,8,26,21,14,11,18,11,16,8,5,4,3,5,12,8,6,11,8,10,5,3,9,3,5,7,4,15,7,5,5,10,3,6,10,5,1,5,4,5,3,5,7,4,4,9,3,3,1,1,2,4,0,3,4,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003837,836,8,5,5,9,2,4,9,7,3,3,6,10,5,4,7,8,10,8,7,4,12,15,6,9,11,7,12,12,8,13,9,11,5,9,10,8,5,8,7,5,13,11,7,6,8,16,19,16,9,6,9,12,11,8,5,15,10,4,15,8,14,8,13,8,14,12,11,12,15,12,6,14,8,10,9,13,11,8,13,10,13,13,14,7,10,7,3,6,7,7,2,2,3,2,1,0,2,1,1,0,0
S01003838,576,3,5,5,7,5,6,4,7,6,5,8,9,9,13,11,12,6,13,13,13,11,7,13,3,7,5,6,6,6,7,5,9,5,3,6,4,7,12,4,9,10,10,11,13,16,19,11,17,6,20,6,7,12,3,8,13,8,6,7,9,1,3,6,3,5,5,0,3,3,4,4,2,0,1,4,3,6,3,2,3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003839,648,13,7,9,13,4,5,11,12,6,11,3,4,10,7,7,6,7,7,5,12,5,6,12,4,9,11,13,12,22,14,15,12,14,9,11,5,15,6,9,4,7,7,7,7,9,9,9,11,7,7,11,12,7,8,10,4,5,8,6,8,6,8,4,8,5,5,7,1,2,5,0,4,7,4,5,3,3,4,4,4,7,2,3,1,5,5,3,0,3,0,1,0,1,1,0,0,0,1,0,0,0
S01003840,696,4,4,0,6,8,2,6,3,2,2,3,7,3,4,6,3,13,11,12,6,9,5,14,3,4,8,13,6,8,7,9,8,6,3,5,9,5,4,6,2,8,14,8,8,8,10,8,17,13,12,8,11,13,19,12,14,10,15,15,10,14,11,12,9,12,9,7,3,6,1,4,6,2,10,7,7,9,7,11,8,3,6,3,9,2,4,7,7,3,3,3,3,5,2,3,1,1,1,2,1,0
S01003841,609,2,2,4,7,5,5,3,4,6,5,3,4,6,10,5,6,10,3,3,4,6,6,5,2,4,3,9,3,4,7,3,2,1,0,6,6,6,2,6,7,5,5,8,6,3,9,6,15,9,11,10,7,13,15,13,14,9,6,22,15,17,10,17,17,18,13,13,9,7,5,4,10,7,9,7,7,4,3,2,3,6,3,3,7,0,4,5,2,4,1,2,1,2,0,0,1,0,0,0,0,0
S01003842,758,6,5,14,4,10,13,5,6,5,12,9,6,19,9,11,10,16,13,6,7,3,8,7,4,6,5,7,3,9,7,3,7,4,5,4,9,4,6,9,11,11,11,25,17,14,11,16,8,10,11,15,8,22,12,16,16,10,9,15,8,13,16,15,9,8,4,16,6,3,9,4,9,4,4,6,10,7,8,4,5,4,6,2,2,1,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
S01003843,953,9,6,8,14,11,14,14,11,7,16,7,3,14,13,11,18,12,9,6,5,7,6,7,11,11,8,2,9,4,5,6,11,4,8,7,15,14,10,6,10,8,12,16,9,16,18,25,14,10,11,18,12,16,10,14,23,16,17,23,21,24,12,15,21,16,10,12,14,16,12,10,9,12,10,14,5,4,10,8,4,9,3,2,4,2,3,4,2,3,0,0,0,1,1,3,0,0,0,0,0,0
S01003844,736,8,9,13,5,10,7,0,3,6,9,3,5,8,5,7,7,11,12,9,5,8,10,8,16,3,8,5,7,5,14,11,9,7,12,9,3,6,8,7,9,7,12,9,18,12,14,19,13,16,15,15,11,10,7,13,14,10,12,9,12,12,15,13,13,7,7,3,8,9,4,9,12,5,6,7,7,6,2,6,3,3,3,3,6,3,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0
S01003845,1140,12,18,10,17,10,11,12,8,15,14,11,11,8,7,14,10,5,16,21,15,15,12,17,21,28,34,24,26,16,22,17,23,23,15,13,13,22,14,19,20,24,17,9,17,16,11,14,19,18,12,9,12,15,11,11,12,11,14,13,15,11,14,11,13,17,6,9,4,12,6,7,7,6,7,10,11,7,8,10,5,4,2,4,1,6,2,8,2,4,4,1,1,0,0,1,0,0,0,0,0,0
S01003846,757,10,4,7,2,5,7,5,4,7,2,4,6,5,6,7,7,4,7,3,6,6,3,5,3,3,1,4,1,3,6,7,4,2,8,7,2,4,7,7,9,6,7,7,13,6,13,12,8,11,14,11,9,14,14,14,18,10,7,13,17,20,15,25,21,16,22,11,11,9,15,14,13,6,10,13,8,7,8,7,14,8,10,9,11,7,3,3,1,3,2,2,2,2,1,1,2,1,0,0,0,0
S01003847,608,6,5,8,7,6,6,3,4,2,4,11,8,15,3,4,5,7,10,8,11,6,8,4,5,5,3,1,9,5,10,4,8,6,6,9,6,6,9,7,2,16,7,12,14,6,13,16,2,6,4,8,8,10,8,7,6,6,7,4,7,15,5,15,11,7,7,8,8,5,6,6,5,6,7,4,5,4,7,7,11,4,4,5,3,5,4,5,4,2,2,2,0,0,0,0,0,0,0,0,0,0
S01003848,669,4,9,4,6,3,5,8,2,3,6,7,6,9,12,3,5,12,12,6,5,7,6,11,4,6,9,5,3,9,8,8,7,12,9,7,10,3,6,9,4,4,7,9,14,10,11,14,16,5,8,8,16,12,21,16,8,21,14,15,7,8,12,10,15,9,10,5,6,7,5,2,5,4,4,4,5,4,6,1,6,3,9,5,0,5,2,2,1,3,2,2,0,0,0,1,0,0,0,0,0,0
S01003849,1015,19,24,18,17,20,13,22,23,13,10,8,5,17,6,10,8,6,7,3,13,11,12,17,19,20,19,23,20,26,22,21,15,27,24,14,15,13,19,18,22,12,13,15,12,13,13,13,8,11,11,10,19,11,11,12,12,10,11,7,4,2,15,5,2,9,6,4,7,7,10,8,6,1,3,7,10,6,2,2,7,5,2,3,3,1,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0
S01003850,522,4,10,6,7,5,4,6,5,4,10,8,6,10,5,3,6,2,3,7,2,9,7,12,5,9,4,9,20,15,10,5,15,12,15,12,7,6,8,7,12,10,9,7,6,6,9,9,12,10,2,10,7,5,5,11,9,4,7,5,12,2,2,7,4,3,3,1,0,1,2,0,1,3,5,0,2,1,0,2,1,4,3,1,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003851,822,5,6,6,8,8,4,9,7,6,10,16,13,10,13,9,12,12,9,8,8,5,9,6,4,7,4,6,2,5,3,2,5,2,6,7,11,6,11,2,17,15,12,6,15,14,22,20,15,13,12,13,11,14,15,15,18,14,17,10,14,14,17,12,21,17,13,9,13,10,6,9,7,5,11,7,5,5,5,6,5,5,6,7,3,3,3,2,4,2,0,4,1,0,0,0,0,1,0,0,0,0
S01003852,593,7,7,7,5,3,6,3,4,3,3,2,3,3,5,6,7,2,6,1,8,4,4,7,11,4,7,3,5,10,6,8,11,10,7,4,9,7,8,7,4,7,5,8,4,10,10,11,6,6,11,7,9,5,4,11,7,7,7,8,6,8,4,2,11,11,9,5,12,14,6,5,7,10,4,5,7,6,9,2,5,16,6,9,4,6,8,3,5,4,5,4,0,1,1,0,1,0,1,0,0,1
S01003853,1253,22,14,17,13,5,7,11,7,6,13,7,4,16,10,12,10,18,17,25,31,24,34,35,28,36,40,47,41,50,34,41,25,23,31,13,23,15,20,28,19,20,23,16,15,26,22,10,11,11,10,16,14,9,14,7,10,8,6,6,13,8,9,4,8,8,4,6,5,4,6,6,2,5,2,2,2,6,4,4,2,1,1,2,1,1,4,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0
S01003854,578,1,2,6,3,4,4,5,3,5,3,5,4,2,5,4,4,0,4,2,6,5,5,5,8,9,7,18,12,6,6,6,7,2,4,6,8,6,5,7,5,9,11,8,5,8,9,7,14,11,10,4,11,7,7,8,13,5,11,12,14,16,9,9,7,7,10,6,7,10,8,4,4,3,7,9,5,7,4,2,6,5,6,6,5,8,2,3,2,2,1,0,2,2,0,0,1,0,0,0,0,0
S01003855,978,11,23,14,16,16,20,13,10,14,20,20,12,12,17,12,12,17,7,11,11,14,7,11,12,13,13,18,19,18,19,20,15,12,16,19,15,9,19,13,15,16,15,15,13,15,15,19,9,10,13,8,14,6,13,10,6,11,6,9,5,8,8,13,10,10,4,5,9,4,9,7,6,9,5,8,7,6,6,3,5,4,2,6,2,3,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
S01003856,765,11,10,12,15,12,6,11,16,9,13,4,11,6,2,8,6,8,10,8,10,14,9,16,17,17,22,8,14,24,15,21,16,13,13,9,10,15,11,7,4,7,10,14,7,7,9,8,4,11,9,13,9,15,7,5,11,10,9,13,10,10,10,4,8,12,10,7,5,7,3,6,0,2,4,3,4,0,1,2,3,4,1,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
S01003857,783,4,6,6,8,7,7,13,7,8,12,9,13,14,11,14,14,17,6,7,6,4,1,5,2,5,1,7,5,6,10,3,7,6,9,7,4,2,11,12,13,10,16,8,22,14,17,12,17,14,17,14,14,14,11,16,13,15,12,8,17,10,16,8,14,14,5,12,11,14,4,5,8,11,8,5,8,8,3,6,3,3,1,4,2,0,3,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0
S01003858,534,10,5,13,7,5,6,2,3,2,12,0,10,11,8,7,7,5,3,5,2,2,5,7,8,7,6,10,10,9,15,11,16,11,7,9,9,7,4,4,10,7,9,9,14,1,13,9,6,6,8,9,2,12,7,4,8,5,5,8,6,5,6,9,8,6,3,5,10,3,5,5,1,4,4,2,1,2,5,1,1,1,0,0,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
S01003859,609,13,3,13,19,7,8,6,8,8,4,10,7,9,7,6,8,8,11,7,8,0,2,5,2,1,2,5,4,2,6,8,10,8,7,5,11,10,8,5,8,10,11,9,15,6,9,7,12,17,11,14,13,12,10,11,7,10,5,9,9,5,9,8,5,3,3,3,3,3,4,6,3,1,5,5,4,5,4,2,6,3,7,5,1,4,3,5,4,0,2,0,1,0,0,0,0,1,0,0,0,0
S01003860,672,8,3,16,23,16,7,17,7,12,8,5,5,4,7,5,14,4,11,7,10,10,8,11,12,11,13,13,9,8,4,11,12,10,7,9,10,6,7,5,8,10,8,10,9,8,18,16,4,14,9,6,10,10,12,4,7,5,15,11,8,5,3,6,9,7,7,6,2,3,13,4,6,4,3,4,1,4,2,2,5,1,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01003861,776,8,9,8,7,7,5,6,8,5,10,11,5,3,10,10,9,5,4,7,6,7,6,12,11,17,10,8,5,12,16,15,19,17,7,9,14,15,15,14,9,13,17,11,10,18,13,16,14,11,8,13,8,9,10,7,11,13,18,11,11,15,17,10,15,7,2,7,8,12,5,7,5,5,4,5,6,3,1,5,1,1,3,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S01003862,741,12,14,24,18,13,12,9,12,18,14,14,19,12,10,12,8,14,15,11,12,11,8,15,12,16,7,11,7,11,14,14,10,5,7,8,10,13,13,13,11,11,7,7,11,10,10,12,17,7,7,7,11,9,13,7,10,6,7,5,6,7,6,7,6,9,3,3,4,8,3,1,2,1,0,3,3,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003863,686,3,3,5,6,4,6,8,7,3,5,4,17,6,12,11,9,9,12,4,5,3,5,8,10,5,4,4,3,5,3,5,6,5,4,1,4,4,5,5,7,8,3,8,3,7,9,16,14,14,15,18,21,11,12,11,13,9,15,16,10,8,13,16,14,10,12,9,9,13,11,12,10,6,7,2,9,7,6,10,6,4,4,1,5,4,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0
S01003864,921,4,10,3,5,8,8,7,10,11,4,10,9,9,8,9,12,10,13,12,7,7,7,6,6,7,4,5,9,5,9,5,9,6,8,9,8,8,7,12,9,11,17,10,11,12,13,13,10,12,18,20,10,20,14,9,11,13,13,17,20,16,15,18,21,15,9,16,17,18,17,15,11,13,18,16,7,6,7,9,10,9,3,12,2,6,4,3,3,1,4,2,2,2,2,3,0,0,0,0,0,0
S01003865,996,13,16,6,20,16,15,13,12,12,12,11,8,13,16,12,12,13,13,13,8,16,7,8,3,6,15,11,15,9,6,12,12,9,8,10,10,20,9,16,17,18,27,23,16,16,21,16,16,14,12,9,16,8,20,9,19,16,11,18,5,14,19,15,16,17,10,15,7,11,8,6,8,8,6,6,7,5,7,5,3,0,6,4,2,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
S01003866,967,17,11,8,8,8,18,14,14,11,9,9,17,13,14,11,8,11,14,8,10,9,5,4,4,3,7,5,12,14,7,7,5,15,9,9,5,11,11,12,11,6,18,11,20,17,21,23,19,18,17,12,16,13,15,19,16,13,19,19,21,19,11,15,15,23,13,12,14,13,7,9,13,6,12,8,7,4,3,3,3,4,1,3,4,1,4,0,3,4,1,0,0,0,0,0,1,0,0,0,0,0
S01003867,1357,13,17,19,15,28,12,20,15,21,15,9,20,19,13,22,9,12,14,16,12,12,15,10,13,10,14,18,17,18,21,18,22,17,16,19,16,10,23,16,20,21,23,17,22,21,23,14,19,17,22,18,15,12,29,17,9,20,20,10,19,12,20,17,10,20,10,12,17,16,12,14,13,12,15,14,11,8,10,9,6,12,11,9,6,8,6,6,6,5,5,3,2,1,1,0,1,0,1,0,1,1
S01003868,691,2,5,4,3,5,9,9,2,9,4,3,8,6,6,10,6,12,11,7,8,7,5,7,9,3,11,6,3,2,5,5,6,5,3,3,4,6,6,7,4,3,7,10,10,6,17,8,11,18,5,16,14,18,18,12,14,13,16,10,10,13,13,9,19,19,17,12,13,11,7,6,9,7,12,6,4,3,4,5,3,3,1,2,1,4,4,3,0,2,2,1,1,0,1,2,0,0,0,0,0,0
S01003869,712,4,3,6,4,9,6,4,7,6,9,6,6,4,7,3,9,9,7,7,4,9,5,5,4,3,4,3,9,7,4,8,4,8,3,4,9,5,8,10,6,4,14,5,7,9,16,13,17,12,12,8,4,16,14,11,20,16,16,15,10,11,11,8,17,9,15,20,9,20,8,14,8,12,9,5,1,5,2,5,6,5,8,3,4,4,3,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0
S01003870,1046,11,16,7,11,15,12,8,7,20,13,18,9,14,19,10,14,18,11,11,12,13,11,7,11,17,12,9,14,11,15,10,7,12,10,10,16,13,15,11,14,14,17,20,16,20,25,13,24,21,17,14,18,12,13,11,8,12,16,15,14,16,9,8,14,16,9,9,12,10,14,6,12,7,7,10,7,10,12,5,7,3,4,0,3,2,4,4,1,4,1,3,1,1,1,0,0,0,0,0,0,0
S01003871,771,5,4,1,2,1,8,9,5,7,5,8,7,8,8,2,7,7,9,8,0,4,1,6,8,10,6,2,7,7,8,4,2,5,5,4,4,6,4,9,8,7,10,8,11,8,14,7,11,16,16,12,10,13,16,18,13,20,15,18,21,20,19,22,13,13,16,20,15,18,18,11,7,6,10,6,6,1,5,10,9,7,5,5,4,3,5,1,3,2,0,1,1,0,1,0,2,1,0,0,0,0
S01003872,902,8,8,6,3,8,8,9,12,14,7,5,12,11,11,6,11,16,12,10,6,11,5,5,10,9,9,10,9,4,9,6,11,9,7,10,9,4,5,13,13,12,13,13,15,11,20,20,24,9,10,13,18,18,15,15,11,19,19,14,13,11,14,15,10,16,11,13,11,11,7,15,9,16,9,10,3,8,13,6,6,6,5,3,3,4,5,2,1,2,0,0,0,1,0,1,0,1,0,0,0,1
S01003873,1122,3,10,14,17,9,9,17,10,13,15,11,11,21,19,12,10,10,20,10,10,7,4,6,7,7,9,6,2,10,9,9,11,5,14,4,12,14,13,19,10,24,14,26,24,21,22,21,23,12,13,19,17,19,15,24,14,22,13,14,11,14,14,16,23,15,18,22,23,17,17,13,12,14,10,21,10,5,10,9,5,2,8,4,6,0,3,6,1,1,0,2,1,0,2,0,1,0,0,0,0,0
S01003874,831,10,8,4,8,9,4,5,7,12,6,6,5,10,3,6,6,17,11,14,18,15,18,15,17,26,11,12,6,6,6,12,8,14,8,13,9,16,10,6,5,14,14,14,12,11,22,14,19,14,12,16,9,22,11,19,10,13,9,8,15,5,14,7,11,8,10,6,3,8,4,8,5,8,2,5,9,0,3,2,6,4,3,4,1,3,1,1,1,1,1,3,0,0,2,1,0,0,0,1,0,0
S01003875,679,6,4,8,7,8,9,3,3,7,5,6,4,11,6,8,10,10,3,3,3,6,3,3,6,2,1,5,1,4,5,2,3,6,6,5,5,9,5,9,4,9,13,8,8,10,2,3,6,10,9,11,10,12,12,11,10,7,8,13,10,11,13,14,14,17,15,10,16,14,10,22,7,13,14,6,10,8,4,9,12,3,4,5,6,2,2,3,4,3,3,2,1,3,1,1,0,1,0,0,0,0
S01003876,723,4,6,7,3,6,7,13,9,11,11,10,9,8,10,7,12,8,14,10,9,9,4,3,2,4,8,5,3,4,5,8,4,4,5,7,7,7,14,9,7,8,12,9,8,13,10,14,19,16,7,13,13,13,12,13,22,12,15,17,9,13,8,13,13,10,13,9,18,13,6,8,5,6,6,2,4,4,1,6,3,2,3,0,2,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
S01003877,688,6,4,3,3,11,4,5,5,4,10,2,3,12,7,10,6,11,9,7,3,11,7,10,11,8,4,4,9,5,4,5,4,2,6,6,3,5,9,7,10,3,7,7,10,10,11,16,15,20,15,11,12,8,11,10,7,5,14,8,10,17,17,14,19,17,13,14,13,7,6,11,9,4,5,4,5,8,7,5,2,2,5,6,4,1,0,0,0,2,1,3,0,1,1,0,0,0,0,0,0,0
S01003878,1089,16,15,8,11,15,6,15,15,16,21,13,13,18,15,12,20,19,13,14,12,11,15,15,9,11,11,9,10,9,6,9,8,15,9,10,11,13,17,19,18,18,13,14,18,11,16,26,17,22,15,16,16,15,18,12,19,12,17,10,13,13,19,15,13,14,10,7,12,7,7,11,10,11,13,4,7,9,12,6,6,6,3,6,7,2,4,4,2,2,3,0,2,0,1,1,0,0,0,0,0,0
