,All people,Under 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100 and over
S01003749,885,8,8,14,5,13,10,11,14,5,13,10,10,11,18,13,16,17,15,9,7,6,8,5,9,7,11,10,11,7,9,6,11,8,6,5,6,11,11,17,11,14,13,21,16,18,10,16,12,9,15,17,15,11,13,17,11,20,9,10,15,12,18,9,9,17,12,6,11,13,7,7,7,5,6,10,1,3,10,5,1,3,4,5,3,1,4,2,1,2,1,1,0,0,1,0,0,1,2,0,1,0
S01003750,715,6,5,10,5,10,9,7,9,11,8,8,16,7,9,13,10,7,10,8,5,6,0,9,5,4,4,1,6,7,7,8,6,4,5,5,8,3,13,8,9,10,22,13,9,8,6,13,12,13,14,12,16,8,11,14,12,12,9,10,7,7,9,12,14,11,8,8,7,15,12,7,8,8,5,14,9,4,4,5,7,4,2,6,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
S01003751,1108,9,11,9,8,15,7,11,7,11,12,6,4,7,13,4,12,7,5,7,10,15,12,14,23,20,22,29,23,22,22,36,16,20,8,13,15,24,11,17,14,20,11,16,16,10,12,19,14,12,18,26,23,12,11,16,17,20,13,14,26,11,20,22,19,15,9,12,15,10,8,6,9,9,9,8,3,6,3,0,4,4,6,6,5,5,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
S01003752,913,8,8,9,10,15,6,8,7,9,13,10,13,7,8,6,6,8,9,10,16,9,10,6,21,9,7,7,6,11,8,12,11,10,11,4,7,9,10,17,7,9,17,8,20,14,10,5,11,15,17,11,10,15,8,14,20,16,18,16,20,16,20,23,18,9,12,14,10,14,11,12,17,13,7,8,6,6,12,1,6,1,6,3,2,3,1,2,1,2,1,3,0,0,0,0,0,0,1,0,0,0
S01003753,1105,13,6,13,10,4,13,6,8,7,12,7,11,8,12,15,12,10,14,8,14,12,8,10,12,9,9,9,7,7,16,4,6,9,5,11,9,8,11,18,10,13,24,15,10,18,10,21,15,25,20,16,18,29,12,22,21,17,16,20,17,22,14,14,27,25,13,18,21,16,18,15,9,8,15,4,11,11,11,13,5,7,10,5,9,4,4,3,2,3,2,3,4,1,0,1,3,1,0,0,0,1
S01003754,848,13,8,13,9,10,9,6,8,2,11,6,11,14,10,5,10,9,6,13,8,11,5,10,7,10,6,16,4,11,11,13,12,11,15,6,12,14,15,11,13,11,8,9,13,12,13,12,6,26,16,14,10,9,10,8,7,9,12,10,17,11,10,14,9,11,11,8,9,11,12,9,12,7,8,8,5,7,8,3,5,8,4,5,2,2,4,0,3,6,1,1,1,3,2,0,0,1,0,1,0,0
S01003755,1626,13,23,30,21,18,30,32,27,18,16,24,14,24,22,22,20,23,22,16,16,19,15,19,34,33,33,28,24,36,28,30,17,18,26,16,25,31,23,18,33,28,30,26,28,23,24,22,12,19,22,29,18,18,21,21,20,21,24,24,22,19,16,8,18,20,14,11,18,8,9,6,10,14,8,1,7,2,5,8,4,6,2,4,2,2,2,2,1,2,0,3,1,0,2,1,1,0,0,0,0,0
S01003756,905,5,5,11,7,9,8,11,5,9,9,11,16,16,8,16,4,11,13,9,5,10,7,6,6,10,8,12,7,11,3,9,4,4,13,2,3,8,8,3,19,8,16,11,8,12,14,19,16,10,9,13,18,15,17,15,18,15,13,14,16,23,20,21,16,17,17,23,12,12,7,6,6,12,7,6,10,7,2,5,8,8,3,5,4,6,7,3,4,2,1,2,1,1,0,1,1,1,0,0,0,0
S01003757,608,3,9,3,6,4,6,9,5,9,10,8,6,12,11,8,10,7,3,5,2,4,1,2,3,2,4,5,2,4,4,4,7,3,3,8,7,3,5,5,9,9,7,9,10,11,9,9,11,11,18,3,20,12,9,14,5,9,9,9,6,8,9,15,8,14,3,5,3,8,9,4,4,10,7,8,6,6,8,7,6,6,6,3,0,1,6,8,2,2,2,0,2,0,0,0,0,0,0,0,1,0
S01003758,954,4,10,8,7,9,7,13,12,15,13,18,13,19,13,8,11,12,9,4,6,8,1,4,3,6,7,7,5,1,3,8,6,10,5,6,7,10,9,17,22,18,14,15,16,13,18,16,14,23,13,15,14,15,13,23,7,17,18,22,21,12,11,24,11,21,12,17,12,9,9,7,12,5,9,14,9,6,9,8,8,2,8,6,7,6,4,1,6,4,0,1,1,1,1,0,0,0,0,0,0,0
S01003759,628,3,9,2,5,2,4,4,5,4,6,4,9,6,11,9,5,12,10,10,6,2,2,6,5,5,4,4,3,8,8,8,5,2,4,3,5,7,6,8,7,5,8,15,12,6,15,9,10,13,11,3,7,19,6,7,5,11,12,7,6,9,8,14,18,13,11,10,12,9,13,8,5,9,3,6,7,5,8,9,10,3,2,3,1,6,2,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0
S01003760,840,7,3,10,11,8,3,8,10,6,7,10,8,11,12,10,10,9,6,11,5,12,5,4,9,8,2,11,5,5,10,12,6,6,7,14,8,13,12,12,12,10,12,9,13,13,14,12,15,14,17,11,10,9,13,11,10,13,19,11,16,16,15,17,29,15,12,10,23,14,7,9,7,8,3,8,7,7,8,6,2,6,8,2,1,1,2,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0
S01003761,957,15,7,9,15,10,12,13,18,9,15,18,13,8,11,10,15,13,10,8,6,3,10,5,8,7,4,8,5,8,13,9,4,7,10,9,16,16,12,11,21,19,12,17,16,19,13,13,14,16,20,11,10,12,15,18,9,18,16,20,19,13,23,20,17,13,15,8,23,12,9,15,5,6,3,3,4,7,3,5,1,3,2,2,2,1,2,0,2,3,2,3,1,0,1,0,0,0,0,0,0,0
S01003762,1090,15,9,14,13,13,8,13,13,15,11,16,20,13,14,14,13,13,22,9,11,7,11,9,5,13,7,6,9,5,10,14,9,9,11,9,14,21,14,13,14,15,15,20,17,13,21,26,20,19,12,24,18,24,12,17,16,22,16,23,20,9,16,20,14,8,14,14,11,8,13,8,10,8,7,3,10,7,4,10,2,7,5,6,7,3,2,2,4,4,1,0,1,1,0,1,0,0,1,0,0,0
S01003763,912,15,8,5,7,3,5,8,11,13,6,7,14,9,10,6,13,6,8,4,8,10,8,9,7,9,8,8,6,6,12,12,9,7,5,6,9,12,8,11,8,13,10,7,9,18,15,16,16,13,17,13,18,14,14,17,19,18,11,20,16,15,18,13,19,21,13,15,16,16,12,13,8,8,12,7,7,4,5,5,7,5,6,2,4,3,3,3,3,5,3,3,1,2,1,1,0,1,1,0,1,0
S01003764,878,5,14,14,21,5,9,11,9,14,8,9,10,20,13,12,12,12,6,10,4,15,6,10,9,1,9,13,13,11,9,16,6,6,7,10,13,11,11,5,12,16,12,9,13,11,8,13,10,18,12,13,8,11,11,10,9,14,12,16,13,10,10,16,19,15,7,16,18,5,9,9,3,5,10,9,3,8,4,4,6,7,5,7,2,3,3,3,3,3,2,1,1,0,0,2,0,0,0,0,0,0
S01003765,649,3,6,4,4,7,3,6,11,10,8,8,7,9,14,12,5,11,7,12,7,4,8,6,6,5,3,4,4,13,6,7,5,4,4,10,4,11,4,6,7,9,9,9,8,11,20,11,15,15,11,14,9,9,10,10,14,12,10,12,6,8,8,4,9,9,4,1,5,4,1,8,3,8,6,8,8,5,6,6,7,3,6,5,3,3,3,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0
S01003766,738,4,7,11,10,9,8,12,5,15,6,9,8,13,14,9,12,8,7,5,8,2,5,7,0,4,6,4,10,4,6,7,10,17,8,2,5,6,14,12,13,9,15,6,12,13,12,9,8,8,9,6,10,5,11,10,9,17,14,7,12,11,9,11,9,14,5,12,4,15,10,7,8,11,5,6,7,4,5,6,6,4,6,3,4,3,5,4,2,6,1,2,0,1,1,0,1,3,1,0,0,2
S01003767,812,5,5,11,9,6,11,3,5,3,4,9,4,4,7,8,8,9,9,3,5,5,10,9,9,7,14,7,7,6,9,7,10,6,8,4,12,9,5,10,13,4,12,13,10,11,10,12,11,11,12,6,11,10,6,11,13,12,9,7,10,7,12,19,17,15,8,11,10,11,5,7,6,6,8,8,6,6,8,7,11,11,10,15,14,6,11,8,15,7,3,7,2,3,2,2,1,4,0,2,0,5
S01003768,628,9,5,5,9,4,4,8,9,5,7,4,5,5,5,3,7,7,4,11,2,5,2,5,1,0,8,3,7,5,3,5,3,1,5,3,5,5,2,5,10,9,7,14,8,8,13,12,16,14,9,6,16,14,14,14,9,7,14,10,18,5,6,9,16,12,12,13,12,9,9,8,6,10,9,5,6,7,3,4,3,4,2,1,3,4,7,2,2,1,1,0,2,0,0,0,0,0,1,0,0,1
S01003769,946,10,4,11,11,5,12,9,11,13,15,9,14,16,13,8,16,11,20,8,6,6,5,9,6,2,2,11,3,5,10,3,9,9,6,4,10,12,13,15,13,10,20,16,16,21,16,19,17,21,17,17,16,14,12,16,21,11,12,10,12,8,13,12,13,11,13,14,15,8,11,11,13,8,8,10,7,11,7,5,8,3,5,7,8,6,5,3,3,6,1,1,2,0,1,0,0,0,0,0,0,0
S01003770,819,5,3,10,11,9,9,11,6,4,7,8,12,10,14,8,14,13,8,12,4,7,6,8,9,8,4,9,5,4,5,4,4,7,2,8,5,10,11,6,8,18,14,11,10,17,14,20,9,18,19,12,19,13,16,13,16,15,17,18,11,15,10,10,9,15,13,9,9,12,9,7,8,9,9,8,8,5,4,10,7,1,2,2,5,2,2,4,2,0,2,2,0,1,0,0,0,0,0,0,0,0
S01003771,757,7,4,8,4,7,8,8,9,13,7,9,7,10,9,16,9,10,14,10,9,9,2,4,6,4,6,8,2,7,4,10,2,8,4,1,9,10,11,11,16,14,11,18,19,5,12,9,12,9,13,9,12,10,12,17,15,14,11,11,12,11,10,10,10,9,17,11,15,5,8,3,11,9,8,8,8,6,8,6,4,1,3,4,2,3,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0
S01003772,606,5,4,7,8,7,6,7,4,3,8,5,5,4,10,6,9,7,5,5,7,8,3,4,6,1,6,8,5,5,7,3,8,1,6,2,4,5,5,0,9,9,13,18,12,12,11,12,8,17,7,12,11,11,16,4,9,10,14,6,11,11,11,5,12,11,10,8,10,9,10,7,6,4,8,5,1,6,3,4,1,2,5,2,1,2,1,2,1,0,1,4,1,1,0,0,0,0,0,0,0,0
S01003773,692,4,8,4,3,7,10,5,8,7,6,6,11,6,12,10,9,16,10,4,9,5,6,4,5,6,8,5,0,1,6,6,3,4,1,6,3,4,7,6,4,9,11,6,16,11,12,15,11,22,12,22,18,13,21,13,12,10,12,10,10,16,10,5,9,18,10,11,5,11,4,9,3,6,6,4,6,7,7,3,2,4,5,2,3,4,3,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0
S01003774,760,5,4,7,15,3,5,8,3,8,9,12,6,16,14,8,9,14,16,10,9,3,4,6,9,6,2,2,4,3,4,6,7,8,4,7,5,7,5,12,9,14,11,8,15,12,9,12,10,15,10,11,10,11,17,6,11,10,20,13,18,14,18,12,20,21,8,17,11,6,9,6,7,7,7,8,8,5,4,1,3,5,6,8,3,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
S01003775,916,5,9,8,13,12,13,12,14,16,13,9,15,12,11,13,12,10,9,7,5,5,3,2,7,4,9,5,9,4,7,5,11,6,11,7,11,9,8,8,13,20,15,15,25,13,18,21,22,21,12,21,14,15,18,12,19,13,9,13,11,19,12,11,10,22,15,9,8,5,6,10,6,9,5,8,6,10,7,2,5,5,3,5,2,6,3,5,2,4,2,4,0,0,0,0,0,0,1,0,0,0
S01003776,700,8,5,5,7,4,4,3,7,13,10,9,12,9,10,11,13,10,11,7,3,6,4,5,6,2,5,5,7,9,8,4,8,6,8,7,9,10,9,11,3,7,11,7,12,11,16,12,12,10,12,21,14,16,7,12,13,8,11,9,9,10,13,13,17,8,11,3,7,5,8,6,11,9,6,3,5,8,3,2,5,6,0,2,4,2,2,1,2,0,0,1,1,0,1,0,0,0,0,2,0,0
S01003777,1114,13,17,11,13,10,9,16,14,10,11,9,20,12,17,15,19,11,15,9,15,12,9,7,8,11,8,9,14,8,13,14,12,19,12,6,10,11,6,10,10,19,18,9,16,28,23,21,21,13,18,16,11,18,16,11,17,26,13,25,17,21,17,22,11,17,16,21,24,14,19,7,8,6,7,8,7,7,8,5,6,3,4,4,4,0,0,3,3,3,2,5,0,0,0,0,0,1,0,0,0,0
S01003778,3225,83,88,83,72,73,76,48,53,51,36,34,34,37,34,36,36,29,39,32,33,25,30,32,53,48,70,55,65,71,93,69,52,78,77,76,59,61,72,51,73,57,57,45,60,45,55,53,33,35,42,42,28,24,33,23,31,16,27,21,38,18,28,26,10,20,16,11,12,19,10,12,5,2,6,2,3,11,3,8,2,5,4,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
S01003779,501,6,4,4,3,2,5,6,4,4,6,3,6,6,9,9,4,11,4,7,4,0,5,2,7,3,2,2,2,2,3,5,2,6,1,0,5,2,4,4,2,6,3,7,6,5,5,8,12,13,6,10,9,10,9,11,13,4,11,9,6,21,5,4,15,12,8,4,8,2,8,5,10,2,8,3,6,6,5,2,3,2,0,5,5,7,7,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0
S01003780,1074,6,7,16,13,7,11,14,9,8,14,14,18,14,10,16,12,16,18,16,13,12,14,5,5,6,2,9,6,4,7,8,6,12,6,7,7,16,10,12,12,12,16,16,26,17,14,31,23,30,15,18,17,21,17,11,12,19,17,16,25,21,19,24,26,18,15,13,10,7,5,5,6,10,4,10,7,4,7,12,7,4,8,3,6,4,3,3,3,4,2,7,2,1,0,0,1,0,0,2,0,0
S01003781,1129,17,9,12,17,12,10,18,18,15,13,10,12,12,10,14,7,11,15,11,14,16,7,12,21,21,18,15,15,15,16,24,18,16,14,8,23,13,18,17,27,24,25,9,25,21,9,22,17,21,13,18,18,12,11,22,23,12,19,13,5,10,11,14,11,12,8,13,11,16,9,4,9,8,5,4,5,3,2,4,4,6,3,2,6,5,3,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0
S01003782,621,3,6,4,5,2,4,3,8,9,9,9,7,13,6,9,10,4,10,6,4,5,8,7,9,2,0,1,4,1,3,4,7,3,3,5,6,4,5,6,14,6,9,11,11,21,15,14,15,10,15,12,12,15,15,6,4,8,18,10,13,10,12,13,11,16,8,6,5,14,6,6,3,5,5,5,6,1,3,2,3,3,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003783,1234,12,11,13,16,13,9,21,12,8,13,7,19,13,12,17,8,23,17,17,14,9,11,11,14,17,17,18,13,13,22,20,26,10,21,8,23,20,17,16,19,21,12,18,28,21,23,18,23,17,25,23,17,16,20,34,17,25,10,19,17,16,24,9,15,15,13,10,10,10,11,7,17,6,12,7,6,3,11,2,5,3,6,3,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003784,1655,18,15,26,26,38,21,27,35,21,26,21,22,24,23,23,24,18,21,15,10,18,5,10,12,14,14,14,14,7,8,18,15,20,15,17,25,28,26,32,29,30,41,36,27,23,32,34,31,25,28,31,26,29,20,25,25,23,21,23,19,21,12,24,28,13,14,19,11,14,12,5,16,9,13,5,17,7,8,22,4,4,7,3,3,1,6,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0
S01003785,809,5,8,4,7,2,13,4,11,5,12,8,7,6,6,4,10,8,10,4,10,6,7,12,11,9,4,11,10,8,8,6,2,12,6,4,11,8,8,8,11,6,17,13,9,12,11,12,15,12,14,17,12,11,23,11,14,6,15,10,10,14,9,14,21,6,12,8,9,9,16,5,11,6,7,9,16,8,7,4,10,5,7,6,4,6,3,2,5,5,1,1,4,2,0,0,1,0,0,0,0,0
S01003786,891,8,7,11,8,7,10,8,7,12,5,5,14,8,4,10,2,16,9,12,6,9,6,8,5,11,7,9,13,5,9,9,6,8,10,8,12,10,7,6,11,16,10,16,9,9,12,16,13,11,10,10,21,15,13,11,13,16,9,18,14,18,9,5,27,14,13,11,14,13,10,19,14,7,9,11,4,12,5,5,12,11,5,7,13,4,3,1,3,3,2,0,2,1,2,1,0,0,1,0,0,0
S01003787,591,3,3,2,3,1,4,5,3,4,2,7,5,5,7,9,7,7,6,6,4,6,3,8,8,6,4,13,9,6,3,3,7,3,3,6,6,5,9,7,11,8,6,2,9,7,10,14,11,9,11,8,12,8,7,9,10,10,4,10,12,7,11,9,8,9,8,7,8,5,6,7,5,9,17,4,5,4,8,11,5,4,5,3,8,6,3,6,1,4,1,0,1,0,0,0,0,0,0,0,0,0
S01003788,708,7,3,5,7,4,6,9,6,7,5,11,6,9,9,8,3,8,9,4,8,3,7,2,3,5,3,2,1,5,7,6,7,5,5,5,6,5,5,8,11,6,9,14,11,10,8,10,8,8,7,10,6,8,9,13,10,10,10,5,3,4,16,10,10,12,10,11,13,13,5,4,13,6,13,5,10,8,8,9,14,13,12,10,20,9,2,7,5,3,5,6,2,5,2,0,1,1,0,0,0,1
S01003789,494,3,4,5,1,9,6,6,7,6,7,7,4,4,8,14,10,7,6,8,1,4,7,5,4,3,2,3,1,4,2,4,4,4,2,5,3,9,8,9,8,6,6,9,12,10,11,12,8,13,12,6,5,4,7,9,7,6,4,7,3,6,4,6,8,10,2,2,2,6,5,1,4,5,4,9,5,1,4,2,5,8,5,4,1,4,2,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0
S01003790,570,8,8,10,7,10,5,11,4,7,7,9,4,4,4,16,4,8,7,10,10,7,6,8,10,4,5,11,11,11,21,11,7,6,11,5,4,7,7,16,4,6,8,13,6,7,10,8,13,10,6,7,1,4,6,7,8,5,9,3,6,6,9,2,6,11,2,5,4,7,4,6,6,6,2,3,5,2,2,2,3,2,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
S01003791,824,21,8,15,13,11,16,15,6,9,5,10,14,5,4,6,8,9,9,9,6,3,7,18,14,19,23,12,15,14,21,17,17,18,11,20,15,14,15,16,12,15,14,20,19,16,15,6,14,11,11,14,10,6,9,9,10,9,5,12,4,10,4,7,4,7,4,4,2,3,3,10,5,7,2,4,4,2,3,1,1,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
S01003792,2286,50,43,48,45,38,49,28,42,30,32,44,29,30,34,21,22,21,25,12,21,25,17,30,26,30,35,42,35,39,59,62,62,53,55,40,41,45,57,51,44,48,39,30,26,43,31,43,36,28,23,19,25,15,15,19,17,14,18,14,20,18,16,8,22,15,18,14,14,9,11,9,5,6,9,12,11,13,5,5,6,6,3,1,1,1,2,1,3,1,1,1,1,3,0,0,0,0,0,0,0,0
S01003793,542,7,5,10,7,4,10,6,8,7,8,4,5,4,6,3,5,9,11,4,7,10,6,7,6,3,8,10,10,7,4,11,5,9,7,4,4,5,6,7,9,12,17,8,12,8,13,7,2,4,6,7,10,5,5,7,5,8,6,4,7,5,6,4,10,8,2,5,8,2,7,8,8,5,6,5,3,4,3,0,1,5,5,2,0,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,0
S01003794,690,3,4,3,4,6,6,10,7,4,4,3,3,3,2,4,8,2,7,7,6,6,8,9,11,9,10,9,7,5,4,8,4,11,3,4,5,3,8,6,5,14,14,14,14,5,3,5,16,10,8,11,11,12,11,6,11,7,10,13,12,15,18,16,15,8,7,7,7,17,11,6,7,9,12,6,7,5,5,9,6,7,7,12,8,5,1,1,4,3,3,3,1,2,1,0,1,0,0,0,0,0
S01003795,648,5,4,2,10,3,4,6,9,9,7,8,9,5,7,9,7,9,6,7,5,5,7,3,3,4,5,2,5,5,10,3,4,2,1,6,4,5,7,6,13,8,8,8,19,13,14,14,9,9,14,11,12,7,12,11,9,8,9,12,15,13,13,12,17,8,12,7,14,8,7,10,12,10,4,5,3,4,2,4,5,4,5,3,3,2,0,1,1,0,1,2,1,0,1,0,1,0,0,0,0,0
S01003796,673,9,8,14,16,15,12,13,9,10,9,7,11,7,10,8,12,10,10,8,3,10,6,10,15,15,11,11,22,18,11,7,9,9,5,6,10,5,11,10,10,1,7,9,10,9,10,9,11,6,7,13,8,10,3,7,7,8,12,4,6,2,4,9,9,7,6,5,3,2,4,2,10,4,5,6,2,3,6,1,2,1,0,1,1,3,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0
S01003797,925,8,12,15,9,7,8,7,9,9,5,11,10,5,8,11,12,7,13,8,8,5,13,12,16,12,11,14,15,17,15,16,20,17,11,12,24,13,15,15,17,12,14,13,13,13,14,10,19,10,10,15,19,8,5,12,16,5,12,5,8,16,12,15,12,11,7,12,12,7,12,7,13,8,7,7,6,5,7,7,5,2,6,4,1,4,3,2,4,1,1,2,1,1,0,0,0,0,0,0,0,0
S01003798,846,5,10,1,7,16,6,5,6,9,8,13,10,12,15,15,13,6,14,5,12,6,4,5,7,9,11,9,7,7,7,9,6,5,8,13,5,8,18,6,11,8,23,19,5,20,19,11,22,14,11,13,22,13,10,13,18,9,13,6,10,15,9,16,6,9,5,9,4,8,7,8,9,8,10,3,4,6,7,11,9,8,1,6,6,7,5,6,6,3,2,2,2,1,0,0,0,0,0,0,0,0
S01003799,756,11,6,11,7,12,7,11,6,4,4,9,8,6,8,4,9,7,9,7,7,7,14,7,8,10,8,7,4,14,17,13,13,8,10,10,3,8,9,7,11,10,9,8,13,18,12,10,20,17,14,13,10,19,17,13,16,17,14,15,7,12,8,13,13,9,7,9,2,11,7,4,4,4,2,5,4,5,2,5,2,3,3,0,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
S01003800,633,6,7,9,1,6,2,7,7,3,9,5,6,9,7,5,11,6,6,8,8,8,7,4,2,7,6,6,4,7,5,7,6,6,4,4,7,7,13,5,5,9,10,7,5,5,10,9,9,9,12,14,13,9,12,17,8,9,14,10,15,12,12,18,8,8,9,2,5,9,8,4,6,5,6,6,5,8,6,3,0,4,0,2,4,8,6,5,2,1,2,2,0,0,1,1,0,1,0,0,0,0
S01003801,816,12,11,12,10,7,5,8,14,12,8,10,10,8,14,6,10,10,11,5,9,7,5,13,12,10,12,11,14,5,17,18,11,10,6,10,6,6,11,13,10,3,12,11,13,10,13,16,12,12,11,14,16,11,6,11,12,5,6,9,7,8,2,11,8,11,8,7,12,13,10,7,7,10,10,5,3,6,7,6,9,4,6,6,2,6,4,2,3,5,3,2,4,0,0,0,0,0,0,0,0,0
S01003802,781,8,11,8,13,16,10,11,11,11,6,10,9,9,9,9,10,12,11,6,10,8,2,6,4,10,11,12,11,6,10,8,7,13,12,8,7,12,10,12,13,9,7,20,12,6,15,10,10,12,7,15,8,10,8,9,11,16,10,7,11,10,10,12,10,17,14,6,7,11,8,8,7,6,4,3,4,5,7,5,5,4,7,1,2,2,2,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0
S01003803,732,5,6,6,12,7,7,12,6,10,11,5,7,5,11,8,12,10,10,6,1,7,6,8,10,2,6,3,6,2,4,6,2,3,6,2,12,9,7,9,11,10,12,10,12,10,11,13,14,14,11,10,15,13,13,15,15,13,12,9,11,17,9,12,15,19,8,14,10,13,10,9,8,5,16,6,6,4,7,4,3,2,1,2,0,0,1,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0
S01003804,620,12,11,7,8,3,8,5,7,1,12,6,4,8,11,7,6,7,4,8,7,6,13,2,14,7,13,12,11,12,8,9,6,7,6,13,12,8,11,6,10,14,11,8,10,18,8,8,9,12,16,13,10,7,7,13,9,5,5,8,7,13,8,5,3,6,3,1,2,5,5,5,1,4,6,5,1,3,1,1,1,2,2,1,0,2,1,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0
S01003805,1202,23,11,16,11,11,13,8,5,5,11,8,8,8,5,7,8,6,17,10,16,12,15,24,20,35,26,16,24,30,17,29,26,29,17,10,16,19,9,19,19,14,15,16,15,9,13,16,14,17,18,15,16,21,12,14,13,19,11,12,19,11,17,16,9,7,10,11,7,10,9,7,7,7,8,7,12,13,7,8,10,8,10,6,3,4,12,2,4,5,6,5,5,1,2,3,6,5,2,1,0,1
S01003806,698,4,8,6,6,8,7,5,3,3,7,8,5,7,7,3,9,6,10,8,6,4,5,10,12,4,4,9,10,6,6,14,7,7,8,11,7,9,12,10,10,5,7,6,10,14,6,5,15,7,7,10,7,13,6,5,5,17,10,15,8,12,12,10,11,15,10,6,13,7,4,6,15,14,6,8,7,7,9,4,6,2,2,8,8,7,1,1,6,2,3,1,1,2,0,1,0,0,2,0,0,0
S01003807,904,9,9,13,6,6,18,6,8,18,8,11,13,10,8,10,14,11,9,10,9,13,3,16,7,9,10,7,6,7,7,15,9,6,13,13,10,9,14,15,11,19,16,15,15,14,8,15,26,15,21,13,11,19,11,10,11,13,11,9,14,16,13,8,17,15,7,15,9,19,6,12,9,6,8,3,9,4,4,3,6,2,4,1,2,1,5,3,0,0,2,0,1,0,2,0,0,0,0,0,0,0
S01003808,936,12,21,7,15,8,13,17,16,15,16,9,12,14,14,23,10,15,8,6,12,9,9,12,12,7,11,11,13,16,16,13,9,9,17,9,20,15,7,12,14,18,10,11,15,14,9,12,17,10,19,10,16,16,12,9,14,10,14,11,10,16,15,7,10,8,7,3,7,5,6,3,7,5,4,1,5,5,3,1,2,6,2,2,5,7,8,1,4,3,1,2,1,2,2,3,2,2,2,0,0,0
S01003809,674,5,6,7,8,6,6,5,6,6,6,9,8,10,8,7,5,11,8,6,8,2,4,10,7,7,9,10,9,7,12,13,10,12,2,10,13,10,4,6,10,4,9,4,6,7,13,16,13,14,10,12,12,12,15,15,21,27,8,13,13,5,11,12,5,8,5,7,2,8,5,4,7,2,5,3,2,3,4,2,3,1,1,3,2,0,5,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0
S01003810,908,5,5,3,3,8,7,5,5,10,3,9,6,8,11,13,13,9,9,5,6,3,5,8,7,11,9,7,5,6,3,3,8,4,2,6,6,9,7,5,9,17,8,9,17,10,13,17,9,11,13,18,10,16,9,12,13,19,15,14,11,14,17,13,15,17,11,14,18,7,8,12,12,15,17,16,15,7,7,17,12,11,11,12,8,7,8,11,7,7,4,6,6,5,7,1,3,2,0,0,0,1
S01003811,687,12,4,4,6,6,3,5,7,3,9,7,7,2,10,6,8,15,9,6,8,10,2,4,11,8,2,4,2,8,0,7,2,12,8,8,7,7,9,8,8,10,18,6,9,15,18,11,11,8,9,7,9,9,10,12,9,14,12,8,12,10,7,16,21,13,13,11,7,11,2,6,6,7,6,9,4,5,9,10,6,1,4,2,2,3,3,7,0,2,0,0,1,0,1,0,1,0,0,0,0,0
S01003812,958,10,12,15,9,11,7,9,11,7,13,12,5,7,10,7,8,10,11,9,15,4,8,9,16,7,10,8,9,20,14,10,14,11,12,13,11,9,11,15,12,9,16,10,16,19,5,17,20,6,14,12,10,13,12,17,9,10,10,12,5,7,6,15,15,9,10,8,12,15,14,16,6,17,8,13,15,12,7,8,11,8,8,11,7,3,5,5,5,4,5,5,0,1,1,1,0,2,0,0,0,0
S01003813,856,3,11,5,6,4,9,6,6,9,4,8,7,11,7,13,16,17,11,9,10,9,10,9,12,3,13,7,9,9,12,5,7,8,3,7,12,15,11,10,7,9,15,12,20,16,19,12,19,7,18,16,6,12,14,11,9,12,10,13,4,8,13,18,15,13,6,10,12,7,9,10,9,6,7,18,10,9,7,5,6,7,5,7,3,4,10,4,2,4,2,4,1,1,0,0,0,0,0,0,0,0
