msoaiz,Total weekly income (£)
E02006277,1220
E02006278,780
E02006279,760
E02006280,910
E02006281,760
E02006282,860
E02006283,820
E02006284,740
E02006285,870
E02006286,740
E02006287,790
E02006288,890
E02006289,740
E02006290,640
E02006291,840
E02006292,1010
E02006293,880
E02006294,810
E02006295,850
E02006296,1010
E02006297,1050
E02006298,790
E02006299,800
E02006300,580
E02006301,650
E02006302,780
E02006303,620
E02006304,680
E02006305,580
E02006306,630
E02006307,770
E02006308,530
E02006309,580
E02006310,790
E02006311,640
E02006312,800
E02006313,670
E02006314,740
E02006315,700
E02006316,640
E02000166,1000
E02000167,1480
E02000168,1070
E02000169,1330
E02000170,1240
E02000171,1120
E02000172,700
E02000173,1350
E02000174,910
E02000175,1130
E02000176,1340
E02000177,770
E02000178,840
E02000179,1080
E02000180,860
E02000181,1300
E02000182,1030
E02000183,1040
E02000184,720
E02000185,690
E02000186,870
E02000187,600
E02000188,620
E02000189,690
E02000190,660
E02000191,820
E02000192,780
E02000193,870
E02000001,1250
E02000345,970
E02000346,550
E02000347,860
E02000348,730
E02000350,910
E02000351,960
E02000352,860
E02000353,1020
E02000354,650
E02000355,820
E02000356,1000
E02000357,580
E02000358,760
E02000359,790
E02000360,640
E02000361,740
E02000362,680
E02000363,610
E02000364,910
E02000365,830
E02000366,720
E02000367,920
E02000368,630
E02000369,710
E02000370,700
E02000371,830
E02006918,680
E02006921,670
E02000372,730
E02000373,640
E02000374,930
E02000375,810
E02000376,830
E02000377,830
E02000378,990
E02000379,990
E02000380,1130
E02000381,1140
E02000382,1090
E02000383,960
E02000384,770
E02000385,1200
E02000386,790
E02000387,870
E02000388,940
E02000389,1170
E02000390,1010
E02000391,1140
E02000392,1170
E02000393,1360
E02000394,960
E02000395,1400
E02000396,1190
E02000397,760
E02000398,570
E02000400,890
E02000401,640
E02000402,600
E02000403,750
E02000404,720
E02000405,1360
E02000406,680
E02000407,610
E02000408,630
E02000409,630
E02000410,1220
E02000411,690
E02000412,660
E02000413,1250
E02000414,770
E02000415,720
E02000416,820
E02000417,1290
E02000418,1300
E02000419,840
E02000420,630
E02000421,600
E02000422,700
E02000423,760
E02000424,1080
E02000425,890
E02000426,1210
E02000427,880
E02000428,630
E02000429,1370
E02000430,1310
E02000431,1470
E02000432,1030
E02006794,560
E02000554,700
E02000555,850
E02000556,810
E02000557,760
E02000558,600
E02000559,1030
E02000560,820
E02000561,1070
E02000562,890
E02000563,660
E02000564,880
E02000565,790
E02000566,1120
E02000567,870
E02000568,620
E02000569,880
E02000570,1210
E02000571,790
E02000572,620
E02000573,1080
E02000574,840
E02000575,810
E02000576,700
E02000577,600
E02000578,620
E02000579,820
E02000580,750
E02000581,620
E02000582,1210
E02000583,1290
E02000584,1390
E02000585,1190
E02000586,1410
E02000587,1340
E02000588,1370
E02000589,1080
E02000590,920
E02000591,860
E02000592,1500
E02000593,1080
E02000594,1130
E02000595,1160
E02000596,1250
E02000597,770
E02000619,740
E02000620,930
E02000621,890
E02000622,910
E02000623,730
E02000624,760
E02000625,710
E02000626,610
E02000627,880
E02000628,640
E02000629,1110
E02000630,1110
E02000631,1010
E02000632,1190
E02000633,760
E02000634,880
E02000635,920
E02000636,1520
E02000637,1020
E02000638,780
E02000639,710
E02000640,1180
E02000641,680
E02000642,970
E02000643,930
E02000644,960
E02000645,980
E02000646,940
E02000647,940
E02000648,710
E02000649,880
E02000650,840
E02000651,890
E02000652,830
E02006801,920
E02000653,790
E02000654,620
E02000655,710
E02000657,800
E02000658,830
E02000659,1000
E02000660,960
E02000661,1090
E02000662,800
E02000663,980
E02000664,750
E02000665,990
E02000666,960
E02000667,1040
E02000668,1080
E02000669,930
E02000670,770
E02000671,950
E02000672,740
E02000673,1130
E02000674,890
E02000675,930
E02000676,940
E02000677,900
E02000678,750
E02000679,860
E02000680,830
E02000681,730
E02000682,740
E02000683,700
E02000685,800
E02000686,660
E02000687,850
E02006783,680
E02006784,650
E02006798,630
E02000714,780
E02000715,670
E02000716,700
E02000717,690
E02000718,660
E02000719,700
E02000720,820
E02000721,700
E02000722,780
E02000723,820
E02000724,790
E02000725,740
E02000726,710
E02000727,750
E02000728,800
E02000729,760
E02000730,750
E02000731,760
E02000732,650
E02000733,730
E02000734,690
E02000735,670
E02000736,710
E02000737,740
E02000738,830
E02000739,690
E02000740,680
E02000741,740
E02000742,740
E02000743,590
E02000744,680
E02000745,750
E02000746,630
E02000747,720
E02000748,750
E02000749,640
E02000750,920
E02000807,1210
E02000808,920
E02000809,1320
E02000810,770
E02000812,780
E02000813,740
E02000814,1090
E02000815,850
E02000816,720
E02000817,600
E02000818,670
E02000819,670
E02000820,770
E02000821,690
E02000822,650
E02000823,730
E02000824,670
E02000825,690
E02000826,710
E02000827,660
E02000828,660
E02000829,660
E02000830,960
E02000831,890
E02000832,690
E02000833,860
E02000834,1060
E02000835,910
E02000836,1170
E02000837,1540
E02000838,1030
E02000839,1060
E02006802,760
E02000864,650
E02000865,650
E02000866,860
E02000867,820
E02000868,770
E02000869,710
E02000870,740
E02000871,640
E02000872,710
E02000873,670
E02000874,600
E02000875,600
E02000876,620
E02000877,640
E02000878,650
E02000879,610
E02000880,640
E02000881,660
E02000882,670
E02000883,570
E02000884,730
E02000885,600
E02000886,870
E02000887,630
E02000888,910
E02000889,920
E02000890,1350
E02000891,980
E02000893,810
E02000894,1140
E02006853,810
E02006854,1060
E02000923,1130
E02000924,780
E02000925,780
E02000926,1110
E02000927,980
E02000928,1420
E02000929,690
E02000930,1300
E02000931,1690
E02000932,1600
E02000933,1300
E02000934,1220
E02000935,620
E02000936,1180
E02000937,1500
E02000938,790
E02000939,1570
E02000940,900
E02000941,1240
E02000942,1400
E02000943,1380
E02000944,850
E02000945,670
E02000946,960
E02000947,1360
E02000948,1240
E02000949,1310
E02000950,1100
E02000951,1080
E02000952,1110
E02000953,1160
E02000954,1090
E02000955,830
E02000956,810
E02000957,880
E02000958,980
E02000959,820
E02000960,1050
E02000961,1010
E02000962,840
E02000963,660
E02000964,690
E02000965,1100
E02000966,1170
E02000967,1180
E02000968,600
E02000969,620
E02000970,1290
E02000971,1040
E02000972,910
E02000973,1020
E02000974,890
E02000975,1180
E02000976,1000
E02000977,990
E02000978,1230
E02000979,1020
E02000980,870
E02000981,1100
E02000982,820
E02000983,870
E02000002,630
E02000003,780
E02000004,740
E02000005,720
E02000007,650
E02000008,630
E02000009,660
E02000010,660
E02000011,770
E02000012,860
E02000013,700
E02000014,660
E02000015,630
E02000016,750
E02000017,810
E02000018,670
E02000019,730
E02000020,660
E02000021,700
E02000022,620
E02000023,670
E02006799,670
E02000024,1050
E02000025,900
E02000026,980
E02000027,800
E02000028,1060
E02000029,920
E02000030,1020
E02000031,1030
E02000032,1080
E02000033,840
E02000034,960
E02000035,930
E02000036,960
E02000037,1020
E02000038,920
E02000039,1140
E02000040,910
E02000041,890
E02000042,870
E02000043,1280
E02000044,820
E02000045,850
E02000046,1050
E02000047,680
E02000048,1110
E02000049,680
E02000050,920
E02000051,1010
E02000052,1010
E02000053,810
E02000054,950
E02000055,870
E02000056,1300
E02000057,1050
E02000058,1200
E02000059,700
E02000060,1060
E02000061,1140
E02000062,770
E02000063,890
E02000064,830
E02000065,910
E02000066,680
E02000067,730
E02000068,750
E02000069,770
E02000070,850
E02000071,820
E02000072,690
E02000073,910
E02000074,680
E02000075,860
E02000077,850
E02000078,910
E02000079,850
E02000080,820
E02000081,800
E02000082,900
E02000083,790
E02000084,920
E02000085,860
E02000086,970
E02000087,980
E02000088,920
E02000089,920
E02000090,770
E02000091,820
E02000092,770
E02006785,780
E02000093,880
E02000094,880
E02000095,830
E02000096,1070
E02000097,810
E02000098,920
E02000099,960
E02000100,1060
E02000101,730
E02000102,740
E02000103,760
E02000104,830
E02000105,850
E02000106,780
E02000107,840
E02000108,830
E02000109,820
E02000110,930
E02000111,790
E02000112,780
E02000113,600
E02000114,840
E02000115,830
E02000116,660
E02000117,590
E02000118,750
E02000119,620
E02000120,880
E02000121,800
E02000122,970
E02000123,660
E02000124,1010
E02000125,910
E02000126,600
E02000127,720
E02000128,930
E02000130,940
E02000131,840
E02000132,920
E02000133,1170
E02000134,890
E02000135,600
E02000136,820
E02000137,1010
E02000138,1040
E02000139,1020
E02000140,660
E02000141,910
E02000142,1090
E02000144,1150
E02000145,690
E02000146,910
E02000147,1180
E02000148,1090
E02000149,790
E02000150,1000
E02000151,1120
E02000152,760
E02000153,1100
E02000154,980
E02000155,810
E02000156,990
E02000157,1030
E02000158,900
E02000159,1040
E02000160,1020
E02000161,1050
E02000162,870
E02000163,1050
E02000165,1000
E02006782,830
E02006787,1070
E02006789,920
E02000194,890
E02000195,970
E02000196,860
E02000197,830
E02000198,740
E02000199,880
E02000200,790
E02000201,670
E02000202,830
E02000203,720
E02000204,850
E02000206,710
E02000207,780
E02000208,630
E02000209,810
E02000210,940
E02000211,920
E02000212,730
E02000213,660
E02000214,1020
E02000215,830
E02000216,1070
E02000217,820
E02000218,930
E02000219,1000
E02000220,780
E02000221,800
E02000222,1030
E02000223,670
E02000224,990
E02000225,710
E02000226,1050
E02000227,860
E02000228,1170
E02000229,620
E02000230,1020
E02000231,1160
E02000232,960
E02000233,980
E02000234,1020
E02000235,1120
E02000236,1130
E02000237,890
E02006788,780
E02000238,880
E02000239,950
E02000240,730
E02000241,900
E02000242,850
E02000243,820
E02000244,920
E02000245,640
E02000246,710
E02000247,740
E02000248,960
E02000249,780
E02000250,1310
E02000251,890
E02000252,820
E02000253,680
E02000254,850
E02000255,1040
E02000256,1140
E02000257,1140
E02000258,970
E02000259,1080
E02000260,800
E02000261,850
E02000262,800
E02000263,760
E02000264,1110
E02000265,830
E02000266,700
E02000267,970
E02000268,1040
E02000269,1230
E02000270,680
E02000271,1390
E02000272,1140
E02000274,740
E02000275,740
E02000276,1190
E02006791,1150
E02000277,760
E02000278,660
E02000279,740
E02000280,850
E02000281,760
E02000282,630
E02000283,770
E02000284,930
E02000285,970
E02000286,920
E02000287,950
E02000288,700
E02000289,990
E02000290,630
E02000291,800
E02000292,860
E02000293,1030
E02000294,720
E02000295,950
E02000296,810
E02000297,980
E02000298,1130
E02000299,690
E02000300,740
E02000301,620
E02000302,840
E02000303,630
E02000304,1120
E02000305,940
E02000306,550
E02000307,790
E02000308,830
E02000309,680
E02000311,740
E02000312,880
E02006793,620
E02000313,690
E02000314,870
E02000315,710
E02000316,770
E02000317,690
E02000318,740
E02000319,780
E02000320,790
E02000321,660
E02000323,650
E02000324,730
E02000326,960
E02000327,740
E02000328,1030
E02000329,800
E02000331,770
E02000332,980
E02000333,1210
E02000334,840
E02000335,920
E02000337,740
E02000339,960
E02000340,830
E02000341,690
E02000342,740
E02000343,790
E02000344,880
E02006786,810
E02006927,910
E02006928,880
E02006929,890
E02006930,1080
E02006931,970
E02000433,880
E02000434,960
E02000435,900
E02000436,1160
E02000437,870
E02000438,880
E02000439,830
E02000440,1090
E02000441,930
E02000442,900
E02000443,780
E02000444,920
E02000445,800
E02000447,1030
E02000448,1180
E02000449,750
E02000451,1130
E02000452,950
E02000453,1000
E02000454,1250
E02000455,960
E02000456,980
E02000457,1080
E02000459,780
E02000460,800
E02000461,1100
E02000462,860
E02000463,810
E02006795,970
E02006882,940
E02000464,640
E02000465,630
E02000466,740
E02000467,570
E02000468,730
E02000469,650
E02000470,810
E02000471,870
E02000472,800
E02000473,880
E02000474,740
E02000475,920
E02000476,720
E02000477,910
E02000478,1020
E02000479,790
E02000480,800
E02000481,790
E02000482,1000
E02000483,730
E02000484,850
E02000485,860
E02000486,810
E02000487,1030
E02000488,840
E02000489,740
E02000490,700
E02000491,690
E02000492,780
E02000493,740
E02000494,1120
E02000495,920
E02000496,820
E02000497,960
E02000498,940
E02000499,1060
E02000500,1050
E02000501,990
E02000502,930
E02000503,1030
E02000504,1060
E02000506,1070
E02000507,940
E02000508,760
E02000509,740
E02000510,900
E02000511,840
E02000512,740
E02000513,760
E02000514,830
E02000515,750
E02000516,880
E02000517,720
E02000518,740
E02000519,710
E02000520,750
E02000521,770
E02000522,780
E02000523,840
E02000524,790
E02000525,800
E02006796,880
E02000526,1360
E02000528,760
E02000529,820
E02000530,690
E02000531,840
E02000532,1160
E02000533,1180
E02000534,1120
E02000535,900
E02000536,880
E02000537,1060
E02000538,840
E02000539,950
E02000540,840
E02000541,770
E02000542,780
E02000543,960
E02000544,930
E02000545,840
E02000546,900
E02000547,750
E02000548,720
E02000549,770
E02000550,850
E02000551,670
E02000552,870
E02000553,830
E02006792,1140
E02000598,1280
E02000599,1150
E02000600,1090
E02000601,1190
E02000602,770
E02000603,870
E02000604,1070
E02000605,1030
E02000606,1070
E02000607,1070
E02000608,980
E02000609,940
E02000610,930
E02000611,1110
E02000612,1050
E02000613,1030
E02000614,890
E02000615,900
E02000616,960
E02000617,870
E02000689,1390
E02000690,1380
E02000691,1360
E02000692,1360
E02000693,1000
E02000694,1200
E02000695,850
E02000696,830
E02000697,1440
E02000698,1360
E02000699,1350
E02000700,770
E02000701,780
E02000702,790
E02000703,1210
E02000704,980
E02000705,860
E02000706,660
E02000707,780
E02000708,1100
E02000709,1010
E02000710,750
E02000711,770
E02000712,750
E02000713,920
E02000751,1080
E02000752,680
E02000753,740
E02000754,900
E02000755,860
E02000756,820
E02000757,1100
E02000758,830
E02000759,990
E02000760,790
E02000762,950
E02000763,920
E02000764,1000
E02000765,960
E02000767,900
E02000768,1180
E02000769,860
E02000770,890
E02000772,850
E02000773,930
E02000774,860
E02000776,900
E02000777,1010
E02000779,820
E02000780,840
E02000781,860
E02000782,720
E02000783,740
E02006800,850
E02006924,890
E02006925,1020
E02000784,1270
E02000785,1450
E02000786,1240
E02000787,1170
E02000788,1390
E02000789,1310
E02000790,1730
E02000791,1430
E02000792,1380
E02000793,1000
E02000794,1330
E02000795,1350
E02000796,910
E02000797,1340
E02000798,1110
E02000799,1280
E02000800,940
E02000801,1380
E02000802,1170
E02000803,920
E02000804,1240
E02000805,1130
E02000806,1120
E02000840,670
E02000841,700
E02000842,910
E02000843,890
E02000844,770
E02000845,1000
E02000846,900
E02000847,930
E02000848,960
E02000849,890
E02000850,910
E02000851,720
E02000852,970
E02000853,890
E02000854,1030
E02000855,1080
E02000856,930
E02000857,850
E02000858,690
E02000859,850
E02000860,790
E02000861,1260
E02000863,1040
E02006836,1170
E02000895,720
E02000896,920
E02000897,720
E02000898,790
E02000899,770
E02000900,740
E02000901,940
E02000902,840
E02000903,700
E02000904,930
E02000905,830
E02000906,790
E02000907,650
E02000908,770
E02000909,870
E02000910,790
E02000911,730
E02000912,770
E02000913,850
E02000914,640
E02000915,870
E02000916,770
E02000917,850
E02000918,820
E02000919,860
E02000920,720
E02000921,710
E02000922,770
E02003352,1030
E02003353,1160
E02003354,1150
E02003355,740
E02003356,1090
E02003357,730
E02003358,780
E02003359,910
E02003360,890
E02003361,820
E02003362,880
E02003363,990
E02003364,1010
E02003365,1020
E02003366,1140
E02003491,780
E02003492,600
E02003493,890
E02003494,960
E02003495,730
E02003496,690
E02003497,1050
E02003498,560
E02003499,630
E02003500,1140
E02003501,1000
E02003502,690
E02003503,740
E02003504,890
E02003505,760
E02003506,880
E02003507,740
E02003508,890
E02003509,750
E02003510,870
E02003511,870
E02003512,780
E02003513,780
E02003514,820
E02003515,590
E02003516,790
E02003517,740
E02003518,720
E02003519,770
E02003520,580
E02003521,670
E02003522,750
E02003523,800
E02003581,670
E02003582,780
E02003583,660
E02003584,590
E02003585,730
E02003586,670
E02003587,600
E02003588,620
E02003589,590
E02003590,660
E02003591,710
E02003592,590
E02003593,750
E02003594,600
E02003595,660
E02003596,560
E02003597,760
E02003598,610
E02003314,660
E02003315,850
E02003316,810
E02003317,790
E02003318,880
E02003319,670
E02003320,840
E02003321,620
E02003322,610
E02003323,700
E02003324,680
E02003325,580
E02003326,720
E02003327,790
E02003328,570
E02003329,710
E02003330,740
E02003331,610
E02003332,810
E02003333,560
E02003334,720
E02003335,640
E02003336,770
E02003337,690
E02003338,730
E02003339,760
E02003340,640
E02003341,850
E02003342,770
E02003343,920
E02003344,730
E02003345,980
E02003346,720
E02003347,910
E02003348,930
E02003349,760
E02003350,740
E02003351,800
E02003459,1010
E02003460,980
E02003461,810
E02003462,900
E02003463,890
E02003464,740
E02003465,830
E02003466,800
E02003467,700
E02003468,820
E02003469,890
E02003470,630
E02003471,780
E02003472,710
E02003473,950
E02003474,1070
E02003475,1020
E02003476,660
E02003477,990
E02003478,910
E02003479,810
E02003480,990
E02003481,640
E02003482,1000
E02003483,1130
E02003484,900
E02003485,750
E02003486,1090
E02003487,750
E02003488,650
E02003489,740
E02003490,650
E02003524,590
E02003525,610
E02003526,860
E02003527,780
E02003529,840
E02003530,730
E02003531,810
E02003532,730
E02003533,610
E02003534,790
E02003535,730
E02003536,490
E02003537,740
E02003538,610
E02003539,470
E02003540,700
E02003541,500
E02003542,780
E02003543,730
E02003544,810
E02003545,650
E02003546,820
E02003547,780
E02003548,810
E02006821,920
E02003389,1010
E02003390,1350
E02003391,990
E02003392,890
E02003393,940
E02003394,670
E02003395,820
E02003396,810
E02003397,700
E02003398,820
E02003399,820
E02003400,940
E02003401,810
E02003402,930
E02003403,690
E02003404,700
E02003405,630
E02003406,690
E02003407,650
E02003408,730
E02003409,830
E02003410,690
E02003411,690
E02003412,800
E02003413,750
E02003414,800
E02003415,690
E02003416,910
E02003417,870
E02003418,790
E02003419,770
E02003420,810
E02003549,820
E02003550,750
E02003551,580
E02003552,580
E02003553,710
E02003554,800
E02003555,630
E02003556,760
E02003557,810
E02003558,670
E02003559,1000
E02003560,590
E02003561,660
E02003562,770
E02003563,670
E02003564,670
E02003565,710
E02003566,630
E02003567,730
E02003568,830
E02003569,700
E02003570,560
E02003571,630
E02003572,790
E02003573,590
E02003574,670
E02003575,590
E02003576,670
E02003577,640
E02003578,720
E02003579,730
E02003580,560
E02003367,1030
E02003368,890
E02003369,1140
E02003370,1060
E02003371,930
E02003372,920
E02003373,1170
E02003374,910
E02003375,900
E02003376,800
E02003377,1000
E02003378,780
E02003379,870
E02003380,880
E02003381,1110
E02003382,750
E02003383,1020
E02003384,990
E02003385,800
E02003386,820
E02003387,1040
E02003388,1020
E02003421,1100
E02003422,1080
E02003423,820
E02003424,1110
E02003425,870
E02003426,1140
E02003427,940
E02003428,980
E02003429,1100
E02003430,950
E02003431,1000
E02003432,1080
E02003433,900
E02003434,800
E02003435,1280
E02003436,1000
E02003437,1080
E02003438,1110
E02003439,1060
E02003440,1150
E02003441,1040
E02003442,1240
E02003443,740
E02003444,1010
E02003445,940
E02003446,1170
E02003447,1120
E02003448,1210
E02003449,1200
E02003450,1070
E02003451,830
E02003452,1290
E02003453,1430
E02003454,1110
E02003455,1110
E02003456,1070
E02003457,1330
E02003458,1190
E02003652,980
E02003653,840
E02003654,1060
E02003655,1010
E02003656,860
E02003657,1000
E02003658,960
E02003659,990
E02003660,1050
E02003661,960
E02003662,830
E02003663,720
E02003664,670
E02003665,880
E02003666,740
E02003667,950
E02003668,940
E02003669,680
E02003670,920
E02003671,810
E02003672,1000
E02003673,1000
E02003674,1080
E02003675,980
E02003676,1100
E02003677,850
E02003678,1010
E02003679,800
E02003680,1030
E02003681,1090
E02003682,1120
E02003683,1110
E02003685,1160
E02003686,1110
E02003687,1040
E02006823,1090
E02003688,1090
E02003689,1260
E02003690,770
E02003691,1100
E02003692,950
E02003693,1070
E02003694,850
E02003695,900
E02003696,830
E02003697,1190
E02003698,1100
E02003699,930
E02003701,890
E02003702,1180
E02003703,980
E02003704,1150
E02003705,810
E02003706,770
E02003707,830
E02003708,670
E02003709,700
E02003710,900
E02003711,860
E02003712,730
E02003713,990
E02003714,930
E02003715,1300
E02003716,940
E02003717,990
E02003718,1000
E02006824,980
E02004356,670
E02004357,660
E02004358,600
E02004359,650
E02004361,800
E02004362,700
E02004363,620
E02004364,710
E02004365,520
E02004366,580
E02004367,700
E02006857,650
E02006858,860
E02004368,790
E02004369,690
E02004370,590
E02004371,630
E02004372,580
E02004373,650
E02004374,660
E02004375,600
E02004376,530
E02004377,630
E02004378,450
E02004379,1000
E02004380,940
E02004381,780
E02004382,810
E02004383,950
E02004384,730
E02004385,660
E02004386,690
E02004387,660
E02004388,620
E02004389,720
E02004390,700
E02004391,630
E02004392,860
E02004393,730
E02004394,860
E02004395,610
E02004396,730
E02004397,770
E02004398,570
E02004399,600
E02004400,690
E02004401,620
E02004402,490
E02004403,1020
E02004404,1070
E02004405,950
E02004406,870
E02004407,990
E02004408,830
E02004409,920
E02004410,980
E02004411,740
E02004412,780
E02004413,820
E02004414,910
E02004415,950
E02004416,820
E02004417,690
E02004418,690
E02004419,630
E02004420,750
E02004421,610
E02004422,730
E02004423,680
E02004675,890
E02004676,980
E02004677,1110
E02004678,940
E02004679,1060
E02004680,1300
E02004681,730
E02004682,1050
E02004683,740
E02004684,850
E02004685,830
E02004686,840
E02004687,780
E02004688,610
E02004689,940
E02004690,910
E02004691,1000
E02004692,960
E02004693,790
E02004694,900
E02004695,1400
E02004696,960
E02004697,990
E02004698,620
E02004699,910
E02004700,850
E02004702,820
E02004703,1040
E02004704,900
E02004705,920
E02004706,880
E02004707,990
E02004708,780
E02004709,960
E02004710,950
E02006829,920
E02006838,970
E02004712,1080
E02004713,870
E02004714,900
E02004715,750
E02004716,800
E02004717,660
E02004718,740
E02004719,910
E02004720,790
E02004721,1170
E02004722,750
E02004723,880
E02004724,860
E02004725,700
E02004726,950
E02004727,1100
E02004728,920
E02004729,750
E02004730,910
E02004731,990
E02004732,930
E02004733,940
E02004734,820
E02004735,860
E02004736,780
E02004737,650
E02004738,720
E02004739,780
E02004740,900
E02004741,680
E02004742,660
E02004743,800
E02004744,760
E02004745,710
E02004746,860
E02004747,690
E02004748,590
E02004749,860
E02004750,760
E02004751,950
E02004752,1100
E02004753,960
E02004754,1050
E02004755,1200
E02004756,1140
E02004757,1150
E02004758,1020
E02004759,980
E02004760,1230
E02004761,1180
E02004764,730
E02004765,950
E02004766,660
E02004767,620
E02004768,730
E02004769,600
E02004770,580
E02004771,580
E02004772,810
E02004774,830
E02004775,820
E02004776,850
E02004777,680
E02004778,700
E02006822,740
E02006830,690
E02006831,800
E02004779,800
E02004780,700
E02004781,880
E02004782,670
E02004783,820
E02004784,850
E02004785,870
E02004786,880
E02004787,770
E02004788,850
E02004789,760
E02004790,660
E02004791,720
E02004792,740
E02004793,880
E02004794,900
E02004795,790
E02004796,760
E02004797,700
E02004798,640
E02004799,550
E02004800,650
E02004801,750
E02004802,730
E02004803,670
E02004804,950
E02004805,1050
E02004806,1070
E02004807,820
E02004808,870
E02004809,890
E02004810,850
E02004811,730
E02004812,970
E02004813,650
E02004814,990
E02004815,710
E02004816,700
E02004817,700
E02004818,910
E02004819,800
E02004820,990
E02004821,1020
E02004822,950
E02004823,890
E02004824,680
E02004825,890
E02004826,960
E02004827,1350
E02004828,960
E02004829,1120
E02004830,1090
E02004831,950
E02004832,930
E02004833,940
E02004834,680
E02004835,910
E02004836,700
E02004837,1090
E02004838,1000
E02004839,1050
E02004840,890
E02004841,920
E02004842,930
E02004996,930
E02004997,840
E02004998,880
E02004999,770
E02005000,670
E02005001,790
E02005002,660
E02005003,720
E02005004,890
E02005005,870
E02005006,890
E02005007,860
E02005008,740
E02005009,820
E02005010,530
E02005011,720
E02005012,670
E02005013,640
E02005014,760
E02005015,810
E02005016,720
E02005017,720
E02005018,790
E02005019,900
E02005020,730
E02005021,770
E02005022,750
E02005023,600
E02005025,830
E02005026,950
E02005027,900
E02006855,730
E02006856,710
E02005028,630
E02005029,950
E02005030,820
E02005031,690
E02005032,780
E02005033,670
E02005034,950
E02005035,850
E02005036,660
E02005037,890
E02005038,790
E02005039,750
E02005040,880
E02005041,830
E02005042,730
E02005043,660
E02005044,690
E02005045,680
E02005046,740
E02005047,630
E02005048,820
E02005049,820
E02005050,780
E02005051,590
E02005052,590
E02005053,590
E02005054,750
E02005055,650
E02005056,560
E02005057,680
E02005058,680
E02005059,830
E02005060,630
E02005061,660
E02005062,790
E02005063,800
E02005064,830
E02005065,630
E02005066,910
E02005067,980
E02005068,1020
E02005069,870
E02005070,830
E02005071,670
E02005072,1020
E02005073,720
E02005074,920
E02005075,850
E02005076,760
E02005077,690
E02005078,880
E02005079,850
E02005080,550
E02005081,830
E02005082,870
E02005083,830
E02005084,870
E02005085,900
E02005086,880
E02005087,880
E02005088,640
E02005089,850
E02005090,890
E02005091,850
E02005093,810
E02005094,950
E02005095,990
E02005096,900
E02005097,1310
E02005098,1060
E02005099,990
E02005100,780
E02005101,1060
E02006832,910
E02005102,830
E02005103,850
E02005104,670
E02005105,610
E02005106,680
E02005107,800
E02005109,850
E02005110,790
E02005111,610
E02005112,630
E02005113,660
E02005114,640
E02006879,510
E02006880,580
E02005115,530
E02005116,520
E02005117,710
E02005118,660
E02005119,630
E02005120,610
E02005121,830
E02005122,840
E02005123,790
E02005124,540
E02005125,670
E02005126,730
E02005127,930
E02005128,770
E02005129,650
E02005130,780
E02005131,900
E02005132,460
E02005133,700
E02005134,530
E02005135,620
E02005136,670
E02005137,580
E02005138,560
E02005139,610
E02005140,710
E02005141,720
E02005142,620
E02005143,660
E02005144,570
E02005145,760
E02005146,650
E02005147,540
E02005148,710
E02005149,890
E02005150,710
E02005151,830
E02005153,790
E02005154,930
E02005155,1210
E02005156,830
E02005157,710
E02005158,950
E02005159,820
E02005160,880
E02005161,920
E02006833,870
E02005162,840
E02005163,980
E02005164,780
E02005165,900
E02005166,690
E02005167,1080
E02005168,1130
E02005169,860
E02005170,910
E02005171,700
E02005172,1050
E02005173,1090
E02005174,850
E02005175,840
E02005921,970
E02005922,870
E02005923,650
E02005924,640
E02005925,630
E02005926,780
E02005927,820
E02005928,960
E02005929,970
E02005930,1010
E02005931,1040
E02005932,1130
E02005933,820
E02005934,800
E02005935,950
E02005936,910
E02005937,830
E02005938,830
E02005939,850
E02005940,1070
E02005941,1110
E02005942,1210
E02005943,940
E02005944,700
E02005945,960
E02005946,970
E02005947,700
E02005948,950
E02005949,690
E02005950,830
E02005951,980
E02005952,840
E02005953,940
E02005954,800
E02005955,720
E02005956,600
E02005957,670
E02005958,1020
E02005959,950
E02005960,930
E02005961,960
E02005962,980
E02005963,890
E02005964,1010
E02005965,990
E02005966,1190
E02005967,820
E02005968,1110
E02005969,870
E02005970,840
E02005971,740
E02005972,990
E02005973,890
E02005974,1070
E02005975,1030
E02005976,1230
E02005977,1020
E02005978,1020
E02005979,920
E02005980,1000
E02005981,1110
E02005982,1020
E02005983,850
E02005984,1110
E02005985,790
E02005986,820
E02005987,880
E02005988,910
E02005991,890
E02005992,980
E02006886,1060
E02005993,760
E02005994,930
E02005995,950
E02005996,930
E02005997,900
E02005998,970
E02005999,890
E02006000,910
E02006001,920
E02006002,730
E02006003,860
E02006004,890
E02006005,1020
E02006006,820
E02006007,940
E02006317,960
E02006318,1220
E02006319,800
E02006320,820
E02006321,1300
E02006322,1200
E02006323,1020
E02006324,1030
E02006325,1390
E02006326,1120
E02006327,1260
E02006328,1040
E02006329,1210
E02006330,840
E02006331,1150
E02006332,1280
E02006333,980
E02006334,1330
E02006335,940
E02006336,820
E02006337,1050
E02006338,960
E02006339,960
E02006341,930
E02006342,840
E02006343,1070
E02006837,1060
E02006344,1000
E02006345,1160
E02006346,1140
E02006347,980
E02006348,940
E02006349,990
E02006350,770
E02006351,1020
E02006352,950
E02006353,770
E02006354,1250
E02006355,730
E02006356,990
E02006357,900
E02006358,880
E02006359,1250
E02006360,1020
E02006361,1060
E02006362,1100
E02006363,1050
E02006364,850
E02006365,990
E02006366,1080
E02006367,970
E02006368,970
E02006369,860
E02006370,1020
E02006371,950
