msoaiz,Total weekly income (£)
E02006372,820
E02006373,1030
E02006374,910
E02006375,1080
E02006376,790
E02006377,1000
E02006378,1060
E02006379,730
E02006380,1060
E02006381,1010
E02006382,770
E02006383,1120
E02006384,890
E02006385,1010
E02006386,1200
E02006387,940
E02006388,970
E02006389,870
E02006390,860
E02006391,1060
E02006392,750
E02006393,870
E02006394,790
E02006395,830
E02006396,830
E02006397,1200
E02006398,820
E02006399,810
E02006400,990
E02006401,810
E02006402,880
E02006403,730
E02006404,770
E02006405,880
E02006406,980
E02006407,840
E02006408,820
E02006409,790
E02006410,770
E02006411,930
E02006412,1040
E02006413,820
E02006414,860
E02006415,890
E02006416,1120
E02006417,970
E02006418,1060
E02006419,860
E02006420,1230
E02006421,1090
E02006422,1250
E02006423,830
E02006424,1170
E02006425,930
E02006426,1080
E02006427,970
E02006429,990
E02006430,870
E02006431,960
E02006432,880
E02006433,1060
E02006434,920
E02006435,1010
E02006436,870
E02006437,870
E02006438,910
E02006790,890
E02006439,920
E02006440,1020
E02006441,800
E02006442,1280
E02006443,770
E02006444,1000
E02006445,1100
E02006446,1080
E02006447,1110
E02006448,1130
E02006449,940
E02006450,1080
E02006451,880
E02006453,880
E02006454,1060
E02006455,920
E02006839,1050
E02006456,860
E02006457,1170
E02006458,1170
E02006459,680
E02006460,860
E02006461,1110
E02006462,1000
E02006463,980
E02006464,930
E02006465,1200
E02006466,860
E02006467,1210
E02006534,720
E02006535,890
E02006536,770
E02006537,650
E02006538,820
E02006539,650
E02006540,620
E02006541,590
E02006542,830
E02006543,790
E02006544,800
E02006545,630
E02006546,710
E02006547,750
E02006548,710
E02006549,740
E02006550,640
E02006551,660
E02006552,550
E02006553,630
E02006554,710
E02006555,570
E02006556,740
E02006557,620
E02006558,480
E02006559,710
E02006560,600
E02006561,970
E02006562,1000
E02006563,960
E02006564,720
E02006565,840
E02006566,850
E02006567,900
E02006568,660
E02006569,920
E02006570,700
E02006571,850
E02006572,810
E02006573,720
E02006574,600
E02006575,680
E02006576,980
E02006577,650
E02006578,680
E02006579,780
E02006580,760
E02006581,710
E02006582,1350
E02006583,810
E02006584,680
E02006585,720
E02006586,780
E02006587,700
E02006588,880
E02006589,1050
E02006590,920
E02006591,880
E02006592,960
E02006593,750
E02006594,890
E02006595,1050
E02006596,990
E02006597,900
E02006598,960
E02006599,1000
E02006600,720
E02006601,810
E02006602,1010
E02006603,870
E02006604,760
E02006605,980
E02006606,1000
E02006607,1020
E02006608,950
E02006609,1000
E02006610,1010
E02006611,1050
E02006612,880
E02006613,830
E02006614,1050
E02006615,970
E02006616,860
E02006617,730
E02006618,950
E02006619,990
E02006620,880
E02006621,800
E02006622,730
E02006623,680
E02006624,950
E02006625,790
E02006626,710
E02006627,720
E02006628,690
E02006629,650
E02006630,600
E02006631,600
E02006632,790
E02006633,720
E02002985,690
E02002986,570
E02002987,800
E02002988,830
E02002989,770
E02002990,900
E02002991,710
E02002992,850
E02002993,720
E02002994,890
E02002995,540
E02002996,770
E02002997,670
E02002998,650
E02002999,660
E02003000,820
E02003001,970
E02003002,730
E02003003,720
E02003004,780
E02003005,910
E02003006,750
E02003007,690
E02003008,660
E02003009,700
E02003010,660
E02003011,660
E02003172,530
E02003173,550
E02003174,630
E02003175,690
E02003176,500
E02003177,730
E02003178,590
E02003179,550
E02003180,590
E02003181,770
E02003182,850
E02003183,770
E02003184,670
E02003185,710
E02003186,610
E02003187,600
E02003188,500
E02003189,610
E02003190,430
E02003191,650
E02003192,550
E02006883,580
E02006885,630
E02003012,570
E02003013,550
E02003014,510
E02003015,710
E02003016,640
E02003017,860
E02003018,720
E02003019,600
E02003020,1030
E02003021,880
E02003022,1170
E02003023,650
E02003024,550
E02003025,600
E02003026,890
E02003027,980
E02003028,1080
E02003029,580
E02003030,700
E02003031,1030
E02003032,630
E02003033,960
E02003034,610
E02003036,750
E02003037,1020
E02003038,590
E02003039,580
E02003040,590
E02003041,1070
E02003043,730
E02003044,710
E02003045,840
E02003046,680
E02003047,760
E02003048,780
E02003049,620
E02003050,600
E02003051,750
E02003052,740
E02003053,740
E02003054,750
E02003055,580
E02003056,540
E02003057,600
E02003058,570
E02003059,600
E02003060,580
E02003061,510
E02003062,500
E02003063,680
E02003064,460
E02006887,550
E02006888,520
E02006889,440
E02006890,620
E02003931,570
E02003932,640
E02003933,610
E02003934,640
E02003935,580
E02003936,670
E02003937,620
E02003938,630
E02003939,590
E02003892,710
E02003940,680
E02003893,710
E02003894,620
E02003941,640
E02003942,550
E02003895,640
E02003896,560
E02003952,610
E02003953,630
E02003954,560
E02003955,580
E02003897,870
E02003898,790
E02003956,600
E02003899,620
E02003900,720
E02003957,630
E02003901,620
E02003902,660
E02003958,630
E02003959,570
E02003905,740
E02003906,660
E02003903,700
E02003960,610
E02003961,670
E02003904,580
E02003962,610
E02003963,510
E02003907,700
E02003964,620
E02003908,730
E02003909,670
E02003910,640
E02003918,650
E02003919,550
E02003911,790
E02003912,680
E02003920,630
E02003921,640
E02003922,610
E02003923,560
E02003924,560
E02003943,560
E02003925,610
E02003913,770
E02003944,550
E02003945,640
E02003926,710
E02003914,620
E02003946,650
E02003915,530
E02003916,630
E02003917,690
E02003947,630
E02003927,660
E02003948,550
E02003949,500
E02003950,620
E02003951,610
E02003928,660
E02003929,630
E02003930,660
E02006781,690
E02003065,750
E02003066,920
E02003067,840
E02003068,780
E02003069,800
E02003070,930
E02003071,610
E02003072,680
E02003073,930
E02003074,730
E02003075,960
E02003076,810
E02003077,860
E02003078,800
E02003079,720
E02003080,550
E02003081,660
E02003082,520
E02003084,460
E02003085,480
E02003086,550
E02003087,720
E02003088,790
E02003089,630
E02006845,700
E02006846,810
E02003122,760
E02003123,590
E02003124,570
E02003125,580
E02003126,610
E02003127,570
E02003128,560
E02003129,710
E02003130,580
E02003131,600
E02003132,630
E02003133,680
E02003134,580
E02003135,590
E02003136,690
E02003137,830
E02003138,820
E02003139,860
E02003140,720
E02003141,600
E02003142,570
E02003143,670
E02003144,580
E02003145,610
E02003146,660
E02003147,480
E02003148,450
E02003149,510
E02003150,480
E02003151,710
E02003152,700
E02003153,700
E02003194,830
E02003195,720
E02003196,840
E02003197,710
E02003198,660
E02003199,630
E02003200,560
E02003201,570
E02003202,680
E02003203,650
E02003204,620
E02003205,670
E02003206,850
E02003207,650
E02003208,550
E02003209,590
E02003210,790
E02003211,690
E02003090,820
E02003091,770
E02003092,880
E02003093,900
E02003094,820
E02003095,840
E02003096,700
E02003097,770
E02003098,1010
E02003099,640
E02003100,640
E02003101,1050
E02003102,850
E02003103,730
E02003104,760
E02003105,790
E02003106,840
E02003107,630
E02003108,750
E02003109,850
E02003110,1130
E02003111,750
E02003112,610
E02003113,860
E02003114,610
E02003115,630
E02003116,550
E02003117,620
E02003118,730
E02003119,680
E02003120,690
E02003121,720
E02003212,720
E02003214,480
E02003215,720
E02003216,630
E02003217,570
E02003218,580
E02003219,900
E02003220,690
E02003221,550
E02003222,930
E02003223,680
E02003224,710
E02003225,830
E02003226,560
E02003227,480
E02003228,710
E02003229,890
E02003230,720
E02003231,520
E02003232,860
E02003233,610
E02003234,660
E02003235,810
E02003236,750
E02006847,1130
E02006848,1020
E02006849,1010
E02003154,560
E02003155,560
E02003156,710
E02003157,560
E02003158,540
E02003159,560
E02003161,460
E02003163,570
E02003164,630
E02003165,600
E02003166,580
E02003167,420
E02003168,590
E02003169,640
E02003170,560
E02003171,560
E02006840,670
E02006644,840
E02006645,840
E02006646,790
E02006647,970
E02006648,890
E02006649,680
E02006650,890
E02006651,950
E02006652,810
E02006653,790
E02006654,600
E02006634,860
E02006655,880
E02006656,870
E02006657,710
E02006658,700
E02006659,900
E02006660,750
E02006635,740
E02006678,660
E02006679,780
E02006680,600
E02006681,880
E02006636,780
E02006637,710
E02006638,590
E02006682,800
E02006639,770
E02006640,870
E02006683,840
E02006684,590
E02006685,710
E02006686,650
E02006641,780
E02006687,680
E02006688,660
E02006689,840
E02006642,880
E02006690,750
E02006691,620
E02006643,890
E02006692,710
E02006693,690
E02006694,600
E02006661,1050
E02006662,750
E02006695,820
E02006663,720
E02006664,810
E02006665,680
E02006666,800
E02006667,620
E02006668,740
E02006669,730
E02006670,720
E02006671,710
E02006672,800
E02006673,700
E02006674,760
E02006675,900
E02006676,730
E02006677,800
E02004129,690
E02004130,550
E02004131,660
E02004132,810
E02004133,590
E02004134,780
E02004135,680
E02004136,740
E02004137,710
E02004138,520
E02004139,600
E02004140,590
E02004141,790
E02004142,800
E02004143,680
E02004144,660
E02004145,650
E02004146,630
E02004147,580
E02004148,560
E02004149,740
E02004150,590
E02004151,700
E02004152,650
E02004153,680
E02004154,700
E02004155,610
E02004156,520
E02004157,820
E02004158,630
E02004159,820
E02004160,630
E02004161,590
E02004162,690
E02004163,700
E02004164,750
E02004165,700
E02004166,730
E02004167,580
E02004168,560
E02004169,780
E02004170,620
E02004171,800
E02004172,710
E02004173,790
E02004174,600
E02004175,500
E02004176,610
E02004177,580
E02004178,760
E02004179,670
E02004180,770
E02004181,620
E02004182,490
E02004183,600
E02004184,640
E02004185,660
E02004186,710
E02004187,610
E02004188,640
E02004189,790
E02004190,780
E02004191,650
E02004192,770
E02004193,760
E02004194,770
E02004195,630
E02004196,780
E02004197,820
E02004198,570
E02004199,640
E02004200,650
E02004201,770
E02004202,780
E02004203,800
E02004204,720
E02004205,650
E02004206,550
E02004207,710
E02004208,710
E02004209,620
E02004210,480
E02004211,740
E02004212,710
E02004213,670
E02004214,510
E02004215,610
E02004216,650
E02004217,640
E02004218,670
E02004219,750
E02004220,550
E02004221,600
E02004222,530
E02004223,550
E02004224,660
E02004225,550
E02004226,660
E02004227,620
E02004228,660
E02004229,640
E02004230,590
E02004231,680
E02004232,720
E02004233,640
E02004234,730
E02004235,750
E02004236,680
E02004237,710
E02004238,570
E02004239,650
E02004240,550
E02004241,640
E02004242,630
E02004243,790
E02004244,750
E02004245,810
E02004246,730
E02004247,850
E02004248,610
E02004249,910
E02004250,580
E02004251,690
E02004252,620
E02004253,690
E02004254,820
E02004255,590
E02004256,780
E02004257,640
E02004258,650
E02004259,730
E02004260,840
E02004261,640
E02004262,780
E02004263,760
E02004264,670
E02004265,640
E02004266,760
E02004267,720
E02004268,570
E02004269,610
E02004270,740
E02004271,660
E02004272,770
E02004273,630
E02004274,570
E02004275,690
E02004276,540
E02004277,610
E02004278,730
E02004279,750
E02004280,690
E02004281,640
E02004282,680
E02004283,650
E02004284,520
E02004285,570
E02004286,690
E02004287,660
E02004288,570
E02004289,660
E02004600,710
E02004601,810
E02004602,620
E02004603,620
E02004604,550
E02004605,570
E02004606,670
E02004607,790
E02004608,730
E02004609,830
E02004610,830
E02004611,860
E02004612,780
E02004613,940
E02004614,990
E02004615,740
E02004616,650
E02004617,730
E02004618,940
E02004619,830
E02004620,770
E02004621,580
E02004622,700
E02004623,780
E02004624,890
E02004625,780
E02004626,750
E02004627,670
E02004628,640
E02004629,560
E02004630,720
E02004631,760
E02004632,590
E02004633,650
E02004634,600
E02004635,770
E02004636,790
E02004637,600
E02004638,750
E02004639,560
E02004640,550
E02004641,700
E02004642,750
E02004643,580
E02004644,600
E02004645,850
E02004646,550
E02004647,610
E02004648,620
E02004649,870
E02004650,750
E02004651,820
E02004652,910
E02004653,800
E02004654,660
E02004655,620
E02004656,640
E02004657,860
E02004658,900
E02004659,770
E02004660,840
E02004661,690
E02004662,740
E02004663,750
E02004664,700
E02004665,810
E02004666,790
E02004667,610
E02004668,800
E02004669,870
E02004670,770
E02004671,810
E02004672,760
E02004673,690
E02004674,690
E02006047,840
E02006048,710
E02006049,730
E02006050,590
E02006051,780
E02006052,740
E02006053,640
E02006054,600
E02006055,640
E02006056,720
E02006057,610
E02006058,710
E02006059,850
E02006060,570
E02006061,750
E02006062,690
E02006063,900
E02006064,530
E02006065,560
E02006066,660
E02006067,730
E02006068,530
E02006069,540
E02006070,610
E02006071,700
E02006072,770
E02006073,490
E02006074,670
E02006075,770
E02006076,750
E02006077,670
E02006078,710
E02006079,650
E02006080,820
E02006081,720
E02006082,690
E02006083,710
E02006084,720
E02006085,670
E02006086,740
E02006087,660
E02006088,560
E02006089,570
E02006090,660
E02006091,720
E02006092,760
E02006093,650
E02006094,750
E02006095,610
E02006096,600
E02006097,510
E02006098,720
E02006099,870
E02006100,780
E02006101,720
E02006102,530
E02006103,760
E02006104,720
E02006105,690
E02006106,670
E02006107,560
E02006108,630
E02006109,800
E02006110,570
E02006111,710
E02006112,790
E02006113,540
E02006114,570
E02006115,570
E02006116,700
E02006117,620
W02000001,540
W02000002,630
W02000003,470
W02000004,630
W02000005,670
W02000006,630
W02000007,610
W02000008,760
W02000009,620
W02000010,600
W02000011,690
W02000012,680
W02000013,790
W02000014,670
W02000015,570
W02000016,680
W02000017,610
W02000018,540
W02000019,610
W02000020,660
W02000021,600
W02000022,590
W02000023,660
W02000024,660
W02000025,550
W02000026,500
W02000027,450
W02000028,610
W02000029,680
W02000030,530
W02000031,420
W02000032,590
W02000033,530
W02000034,700
W02000035,620
W02000036,430
W02000037,620
W02000038,710
W02000039,640
W02000040,750
W02000041,620
W02000042,450
W02000043,620
W02000044,540
W02000045,370
W02000047,500
W02000049,720
W02000050,650
W02000051,680
W02000052,600
W02000053,770
W02000054,940
W02000055,680
W02000056,840
W02000057,670
W02000419,550
W02000058,590
W02000059,670
W02000060,500
W02000061,490
W02000062,780
W02000063,800
W02000064,580
W02000065,700
W02000066,530
W02000067,870
W02000068,630
W02000069,870
W02000070,870
W02000071,780
W02000072,650
W02000073,680
W02000074,610
W02000075,970
W02000076,760
W02000077,720
W02000080,560
W02000081,600
W02000082,570
W02000083,550
W02000084,780
W02000085,610
W02000086,560
W02000087,490
W02000088,610
W02000089,470
W02000090,650
W02000091,640
W02000092,520
W02000093,720
W02000094,530
W02000095,790
W02000096,620
W02000420,830
W02000097,690
W02000098,760
W02000099,550
W02000100,630
W02000101,750
W02000102,710
W02000103,740
W02000104,610
W02000105,520
W02000106,660
W02000107,620
W02000108,640
W02000109,560
W02000110,690
W02000111,670
W02000113,650
W02000114,820
W02000414,790
W02000416,480
W02000116,770
W02000117,690
W02000118,600
W02000120,600
W02000122,650
W02000123,620
W02000124,540
W02000125,590
W02000421,720
W02000126,640
W02000127,560
W02000128,700
W02000129,750
W02000130,630
W02000131,590
W02000132,650
W02000133,610
W02000134,640
W02000135,580
W02000136,540
W02000137,520
W02000138,480
W02000139,620
W02000140,540
W02000141,540
W02000142,610
W02000143,640
W02000144,600
W02000145,670
W02000146,780
W02000147,700
W02000148,690
W02000149,570
W02000151,530
W02000152,570
W02000153,640
W02000154,530
W02000156,550
W02000157,580
W02000158,690
W02000159,510
W02000160,640
W02000161,540
W02000162,500
W02000163,580
W02000164,610
W02000165,520
W02000166,500
W02000167,430
W02000418,610
W02000168,550
W02000169,600
W02000170,660
W02000171,780
W02000172,490
W02000173,730
W02000174,650
W02000175,520
W02000176,520
W02000177,590
W02000178,420
W02000179,700
W02000180,470
W02000181,410
W02000182,510
W02000183,450
W02000184,550
W02000185,740
W02000186,390
W02000187,770
W02000188,360
W02000189,600
W02000190,770
W02000191,640
W02000192,300
W02000193,540
W02000194,790
W02000195,850
W02000196,610
W02000197,880
W02000198,760
W02000200,530
W02000201,530
W02000202,530
W02000203,570
W02000204,750
W02000205,560
W02000206,400
W02000207,690
W02000208,530
W02000209,400
W02000210,560
W02000211,440
W02000212,520
W02000213,640
W02000214,400
W02000215,410
W02000216,530
W02000217,580
W02000417,450
W02000218,440
W02000219,500
W02000220,480
W02000221,480
W02000222,590
W02000223,610
W02000224,550
W02000225,520
W02000226,630
W02000227,490
W02000228,700
W02000229,540
W02000230,860
W02000231,530
W02000232,840
W02000233,700
W02000234,710
W02000235,600
W02000236,560
W02000237,1060
W02000238,980
W02000239,1070
W02000240,680
W02000241,740
W02000242,780
W02000243,510
W02000244,790
W02000245,600
W02000246,800
W02000247,720
W02000248,530
W02000249,520
W02000250,750
W02000251,630
W02000367,1110
W02000368,970
W02000369,1040
W02000370,830
W02000371,560
W02000372,1000
W02000373,560
W02000374,1060
W02000375,660
W02000376,740
W02000377,720
W02000378,910
W02000379,520
W02000380,1100
W02000381,510
W02000382,470
W02000383,600
W02000384,1030
W02000385,980
W02000386,820
W02000387,830
W02000388,650
W02000389,540
W02000390,840
W02000391,760
W02000392,830
W02000393,540
W02000394,750
W02000395,820
W02000396,760
W02000397,530
W02000398,600
W02000399,570
W02000400,870
W02000401,780
W02000402,460
W02000403,530
W02000404,490
W02000405,450
W02000406,660
W02000407,480
W02000408,500
W02000409,580
W02000410,570
W02000411,510
W02000412,560
W02000422,720
W02000423,430
W02000252,510
W02000253,530
W02000254,580
W02000255,580
W02000256,440
W02000257,490
W02000258,430
W02000259,450
W02000260,420
W02000261,510
W02000262,520
W02000263,510
W02000264,450
W02000265,440
W02000266,550
W02000267,450
W02000268,470
W02000269,450
W02000270,600
W02000271,460
W02000272,590
W02000273,500
W02000274,490
W02000275,540
W02000276,690
W02000277,550
W02000278,870
W02000279,630
W02000280,700
W02000281,740
W02000282,710
W02000284,510
W02000285,660
W02000286,390
W02000287,560
W02000288,460
W02000289,580
W02000415,460
W02000290,440
W02000291,450
W02000292,450
W02000293,480
W02000294,620
W02000295,600
W02000296,520
W02000297,560
W02000298,640
W02000299,520
W02000300,550
W02000301,550
W02000302,570
W02000303,540
W02000304,520
W02000305,630
W02000306,560
W02000307,500
W02000308,560
W02000309,540
W02000310,770
W02000311,530
W02000312,590
W02000313,660
W02000314,540
W02000315,530
W02000316,480
W02000317,500
W02000318,480
W02000319,490
W02000320,480
W02000321,460
W02000322,460
W02000323,550
W02000324,530
W02000325,500
W02000326,510
W02000327,730
W02000328,650
W02000329,560
W02000330,570
W02000331,500
W02000332,450
W02000333,670
W02000334,780
W02000335,660
W02000336,730
W02000337,540
W02000338,720
W02000339,600
W02000340,880
W02000341,800
W02000342,990
W02000343,620
W02000344,940
W02000345,580
W02000346,930
W02000347,830
W02000348,670
W02000349,460
W02000350,840
W02000351,580
W02000352,550
W02000353,660
W02000354,590
W02000355,880
W02000356,450
W02000357,570
W02000358,880
W02000359,460
W02000360,590
W02000361,570
W02000362,810
W02000363,540
W02000364,440
W02000365,550
W02000366,910
S02000001,837.2238313
S02000002,771.5058831
S02000003,1008.361284
S02000004,980.0848019
S02000005,584.1776066
S02000006,577.6886182
S02000007,936.0374855
S02000008,534.326751
S02000009,725.4403667
S02000010,670.9731734
S02000011,777.3379558
S02000012,518.3190695
S02000013,704.6627655
S02000014,560.9329037
S02000015,465.2564571
S02000016,700.6707646
S02000017,794.5348246
S02000018,545.8434484
S02000019,911.2759551
S02000020,547.4209544
S02000021,611.2632835
S02000022,483.3957859
S02000023,717.7213545
S02000024,467.0207227
S02000025,509.571052
S02000026,616.2914334
S02000027,640.3107499
S02000028,478.9892644
S02000029,498.2909101
S02000030,566.4463497
S02000031,574.4192151
S02000032,381.0069284
S02000033,572.7594088
S02000034,549.2106802
S02000035,125.6329818
S02000036,478.0640537
S02000037,572.5769127
S02000038,450.8377421
S02000039,612.257918
S02000040,767.7155428
S02000041,591.899128
S02000042,662.3970871
S02000043,637.6078917
S02000044,888.3655729
S02000045,521.2367063
S02000046,809.8660623
S02000047,827.4068907
S02000048,738.0977658
S02000049,680.089801
S02000050,760.673724
S02000051,627.7560235
S02000052,875.2121036
S02000053,919.6511938
S02000054,862.6514575
S02000055,929.1040769
S02000056,600.1725372
S02000057,796.4929035
S02000058,937.1322345
S02000059,828.1531949
S02000060,789.8270507
S02000061,919.5066547
S02000062,773.0928016
S02000063,816.4039656
S02000064,858.3372335
S02000065,716.416242
S02000066,919.1247387
S02000067,737.0875921
S02000068,835.5575036
S02000069,873.5607031
S02000070,862.8523168
S02000071,602.819515
S02000072,675.242298
S02000073,940.822825
S02000074,1007.480544
S02000075,815.8943485
S02000076,639.6521575
S02000077,741.0242571
S02000078,863.5713203
S02000079,809.5483171
S02000080,678.0398051
S02000081,866.4611733
S02000082,741.6622682
S02000083,508.9381783
S02000084,892.0102867
S02000085,651.1069766
S02000086,462.2326761
S02000087,799.578214
S02000088,462.4977942
S02000089,629.9778715
S02000090,625.0659326
S02000091,609.3152551
S02000092,742.1501038
S02000093,821.146977
S02000094,680.7581935
S02000095,636.7282518
S02000096,730.7813498
S02000097,589.8395956
S02000098,688.9227568
S02000099,517.4629017
S02000100,584.8393084
S02000101,656.7657632
S02000102,566.3519365
S02000103,491.5275321
S02000104,460.3231967
S02000105,582.0830122
S02000106,569.7454986
S02000107,568.9236351
S02000108,626.4185233
S02000109,724.4741743
S02000110,784.11975
S02000111,553.9169511
S02000112,396.4126977
S02000113,670.4139391
S02000114,486.8368598
S02000115,518.2572857
S02000116,625.8447009
S02000117,646.3649061
S02000118,496.696247
S02000119,465.2142829
S02000120,553.3728536
S02000121,621.5078369
S02000122,652.7256156
S02000123,538.5671512
S02000124,475.3956921
S02000125,549.1505613
S02000126,463.9960275
S02000127,635.118994
S02000128,660.5169016
S02000129,643.7844232
S02000130,452.2646355
S02000131,530.3681281
S02000132,514.1373348
S02000133,490.5604254
S02000134,484.82247
S02000135,493.2243247
S02000136,496.3183429
S02000137,536.6640233
S02000138,631.9117019
S02000139,502.2515869
S02000140,734.8536951
S02000141,686.3652401
S02000142,612.8296094
S02000143,306.8000282
S02000144,634.5482684
S02000145,550.8277879
S02000146,524.3792911
S02000147,573.7487708
S02000148,654.6363474
S02000149,543.5694819
S02000150,604.354038
S02000151,557.4310307
S02000152,608.985833
S02000153,362.4189673
S02000154,551.5891334
S02000155,608.1706996
S02000156,801.2639041
S02000157,980.9698806
S02000158,559.72192
S02000159,1111.293502
S02000160,1086.178832
S02000161,798.9984859
S02000162,1098.974455
S02000163,573.2969171
S02000164,499.1056811
S02000165,469.5065454
S02000166,556.9982272
S02000167,502.2840886
S02000168,632.9403238
S02000169,475.2213445
S02000170,481.4678635
S02000171,488.9701513
S02000172,553.4208831
S02000173,533.6132765
S02000174,508.6512852
S02000175,575.4243345
S02000176,602.6293032
S02000177,661.5410948
S02000178,600.61832
S02000179,556.8671085
S02000180,580.4916603
S02000181,637.5041838
S02000182,516.1364121
S02000183,584.824546
S02000184,557.4991364
S02000185,502.6515291
S02000186,511.1686697
S02000187,474.3427678
S02000188,583.5800846
S02000189,533.5407473
S02000190,581.3792785
S02000191,599.8508305
S02000192,646.9458004
S02000193,576.8610494
S02000194,568.1932883
S02000195,541.2391932
S02000196,605.1212495
S02000197,589.8212133
S02000198,524.5523847
S02000199,385.5322904
S02000200,640.6068952
S02000201,405.6805441
S02000202,475.0762414
S02000203,424.7539873
S02000204,474.175615
S02000205,420.5879731
S02000206,543.3654082
S02000207,445.6244728
S02000208,396.1561065
S02000209,369.6549169
S02000210,550.8629691
S02000211,368.1142014
S02000212,608.7508788
S02000213,607.0820057
S02000214,425.274095
S02000215,597.6827718
S02000216,429.585816
S02000217,368.3337987
S02000218,430.7638616
S02000219,466.5900799
S02000220,754.979177
S02000221,456.4760549
S02000222,416.3046248
S02000223,652.0913251
S02000224,970.6053518
S02000225,433.7302148
S02000226,484.7413833
S02000227,538.8966747
S02000228,600.4674729
S02000229,768.3926314
S02000230,638.8244313
S02000231,595.1966694
S02000232,462.1435294
S02000233,574.8699439
S02000234,523.0067295
S02000235,650.7917368
S02000236,575.3784289
S02000237,681.704021
S02000238,539.6772209
S02000239,564.2046693
S02000240,469.2576552
S02000241,545.503649
S02000242,526.7273474
S02000243,436.6374395
S02000244,1060.555928
S02000245,754.0179044
S02000246,497.6590716
S02000247,603.1830563
S02000248,555.2466549
S02000249,648.9897912
S02000250,436.9735246
S02000251,494.0320401
S02000252,442.7351513
S02000253,785.0950615
S02000254,504.7301075
S02000255,820.7726598
S02000256,643.8284306
S02000257,834.2954488
S02000258,580.8450918
S02000259,651.6842949
S02000260,604.8981943
S02000261,870.1122592
S02000262,660.4747362
S02000263,753.1798119
S02000264,649.4220314
S02000265,697.1936224
S02000266,694.8729988
S02000267,753.0360226
S02000268,738.8232314
S02000269,709.8497194
S02000270,639.4626314
S02000271,959.1846302
S02000272,722.3988183
S02000273,835.4412893
S02000274,703.8004335
S02000275,657.059268
S02000276,983.1658963
S02000277,487.784995
S02000278,872.0150794
S02000279,595.1809996
S02000280,491.8873447
S02000281,622.9016716
S02000282,659.3561145
S02000283,503.7170947
S02000284,660.0787865
S02000285,1074.529643
S02000286,605.9397324
S02000287,736.3590665
S02000288,743.5043849
S02000289,627.9807452
S02000290,760.1703874
S02000291,812.6304534
S02000292,676.7367565
S02000293,776.1835258
S02000294,557.8822491
S02000295,563.5364977
S02000296,475.6631787
S02000297,930.8863356
S02000298,567.8415275
S02000299,707.7678059
S02000300,523.7138199
S02000301,648.9718613
S02000302,710.5213005
S02000303,813.3362262
S02000304,698.0746139
S02000305,674.2603221
S02000306,560.9676419
S02000307,741.3009348
S02000308,678.9440478
S02000309,618.6485745
S02000310,763.8852003
S02000311,706.8733403
S02000312,721.6301962
S02000313,839.6261182
S02000314,700.1692951
S02000315,616.5856187
S02000316,865.3709339
S02000317,803.2118745
S02000318,880.0863627
S02000319,819.1595837
S02000320,775.6961576
S02000321,671.2260462
S02000322,614.0256713
S02000323,901.7467854
S02000324,682.7588592
S02000325,740.4479056
S02000326,703.1057409
S02000327,555.0734718
S02000328,529.7952038
S02000329,691.6912698
S02000330,715.9401784
S02000331,799.3440791
S02000332,613.0897209
S02000333,490.2676022
S02000334,635.3894602
S02000335,815.9467603
S02000336,750.0575917
S02000337,595.8264862
S02000338,477.9905405
S02000339,921.8310004
S02000340,650.8151556
S02000341,565.9846404
S02000342,733.613846
S02000343,533.7362877
S02000344,698.4877462
S02000345,508.9944493
S02000346,662.6801282
S02000347,750.1036844
S02000348,438.9132839
S02000349,503.0827733
S02000350,465.5402643
S02000351,737.0536095
S02000352,726.5589408
S02000353,513.3828775
S02000354,493.7359084
S02000355,776.3130486
S02000356,607.9209454
S02000357,778.6651663
S02000358,550.2583746
S02000359,526.5748373
S02000360,693.4868178
S02000361,683.0501717
S02000362,442.0899508
S02000363,575.5912703
S02000364,550.2831888
S02000365,659.7999095
S02000366,583.9686443
S02000367,476.0425509
S02000368,652.7670074
S02000369,643.5408048
S02000370,700.1585807
S02000371,742.6324912
S02000372,676.6213068
S02000373,461.7547989
S02000374,631.7602499
S02000375,590.5786707
S02000376,732.105737
S02000377,470.4621412
S02000378,438.0227591
S02000379,534.8685316
S02000380,580.5792806
S02000381,498.4866715
S02000382,617.9087814
S02000383,681.058184
S02000384,626.5829277
S02000385,552.4719898
S02000386,680.8393779
S02000387,387.4722329
S02000388,758.2868804
S02000389,734.5915946
S02000390,807.766757
S02000391,683.7344514
S02000392,490.5015111
S02000393,533.4862128
S02000394,690.6333439
S02000395,545.8932054
S02000396,574.6927738
S02000397,758.4552484
S02000398,685.6678457
S02000399,680.0839585
S02000400,516.1069968
S02000401,504.6778281
S02000402,621.3915975
S02000403,441.3416363
S02000404,717.2926048
S02000405,734.4330613
S02000406,628.3026362
S02000407,683.851184
S02000408,696.9653177
S02000409,495.8057255
S02000410,411.818974
S02000411,514.4781665
S02000412,605.6252044
S02000413,727.0244076
S02000414,672.4652094
S02000415,618.1084177
S02000416,499.4793991
S02000417,662.8860488
S02000418,522.7547752
S02000419,449.4833149
S02000420,523.3453141
S02000421,762.184443
S02000422,506.1743668
S02000423,648.6740628
S02000424,750.3344069
S02000425,691.7452363
S02000426,563.7812012
S02000427,513.1523706
S02000428,531.1344597
S02000429,732.781095
S02000430,769.1358627
S02000431,533.6034275
S02000432,524.3653874
S02000433,498.0504804
S02000434,529.046871
S02000435,640.2788977
S02000436,516.710429
S02000437,597.8635667
