URN,EstablishmentName,SchoolCapacity,Postcode,Easting,Northing,,,,,,,,,,,,,,,
106271,St Thomas More RC College,750,M34 6AF,392485,394828,,,,,,,,,,,,,,,
106372,St Antony's Catholic College,650,M41 9PD,377695,394789,,,,,,,,,,,,,,,
104835,St Cuthbert's Catholic High School,910,WA9 3HE,353554,394324,,,,,,,,,,,,,,,
106368,Stretford Grammar School,798,M32 8JB,380286,394144,,,,,,,,,,,,,,,
105574,Loreto High School Chorlton,760,M21 7SW,382682,392995,,,,,,,,,,,,,,,
104688,Holly Lodge Girls' College,1529,L12 7LE,339077,392771,,,,,,,,,,,,,,,
104706,Notre Dame Catholic College,1050,L5 5AF,335098,392516,,,,,,,,,,,,,,,
104713,Broughton Hall Catholic High School,1275,L12 9HJ,341148,392293,,,,,,,,,,,,,,,
104714,Cardinal Heenan Catholic High School,1394,L12 9HZ,340959,392223,,,,,,,,,,,,,,,
105103,The Mosslands School,1573,CH45 8PJ,329205,391851,,,,,,,,,,,,,,,
120655,"The Queen Elizabeth's High School, Gainsborough",1219,DN21 2ST,481337,391248,,,,,,,,,,,,,,,
106133,Priestnall School,1280,SK4 3HP,386834,391241,,,,,,,,,,,,,,,
105581,The Barlow RC High School and Specialist Science College,900,M20 6BX,385470,390981,,,,,,,,,,,,,,,
106375,Sale High School,1050,M33 3JR,379842,390864,,,,,,,,,,,,,,,
104696,"Broadgreen International School, A Technology College",1409,L13 5UQ,339982,390762,,,,,,,,,,,,,,,
106143,Harrytown Catholic High School,825,SK6 3BU,393153,390733,,,,,,,,,,,,,,,
106136,Werneth School,1250,SK6 3BX,393027,390665,,,,,,,,,,,,,,,
104705,Archbishop Blanch School,1065,L7 6HQ,337329,389486,,,,,,,,,,,,,,,
104703,King David High School,626,L15 6UZ,340227,389173,,,,,,,,,,,,,,,
106138,Marple Hall School,1731,SK6 6LB,394211,388998,,,,,,,,,,,,,,,
104700,Gateacre School,1400,L25 2RW,342868,388647,,,,,,,,,,,,,,,
111454,St Gregory's Catholic High School,1024,WA5 1HG,358803,388412,,,,,,,,,,,,,,,
104721,St Hilda's Church of England High School,838,L17 3AL,337645,388348,,,,,,,,,,,,,,,
106135,Stockport School,1120,SK2 6BW,390850,388291,,,,,,,,,,,,,,,
111456,Cardinal Newman Catholic High School,810,WA4 1RX,362759,388138,,,,,,,,,,,,,,,
106376,Blessed Thomas Holford Catholic College,1300,WA15 8HT,377419,387902,,,,,,,,,,,,,,,
104698,Calderstones School,1543,L18 3HS,340190,387778,,,,,,,,,,,,,,,
105097,Ridgeway High School,885,CH43 9EB,328709,387586,,,,,,,,,,,,,,,
107140,King Edward VII School,1698,S10 2PW,433644,386714,,,,,,,,,,,,,,,
111457,Saints Peter and Paul Catholic College,1677,WA8 7DW,350811,386559,,,,,,,,,,,,,,,
104712,St Julie's Catholic High School,1254,L25 7TN,342507,386517,,,,,,,,,,,,,,,
106139,Bramhall High School,1350,SK7 2JT,389956,385561,,,,,,,,,,,,,,,
112936,New Mills School,1038,SK22 4NR,400361,385556,,,,,,,,,,,,,,,
106142,St James' Catholic High School,800,SK8 6PZ,386902,384794,,,,,,,,,,,,,,,
105101,Pensby High School,890,CH61 6XN,325950,383512,,,,,,,,,,,,,,,
111443,Wilmslow High School,1977,SK9 1LZ,384776,380605,,,,,,,,,,,,,,,
112932,Chapel-en-le-Frith High School,925,SK23 0TQ,405276,380188,,,,,,,,,,,,,,,
105107,South Wirral High School,1189,CH62 8EH,334885,379810,,,,,,,,,,,,,,,
112969,Dronfield Henry Fanshawe School,1809,S18 2FZ,435660,378413,,,,,,,,,,,,,,,
111440,Helsby High School,1406,WA6 0HY,349941,376146,,,,,,,,,,,,,,,
111451,Ellesmere Port Catholic High School,988,CH65 7AQ,339143,375254,,,,,,,,,,,,,,,
112958,Whittington Green School,800,S41 9LG,438941,375212,,,,,,,,,,,,,,,
111429,The Whitby High School,1625,CH66 2NU,339286,374437,,,,,,,,,,,,,,,
111414,Weaverham High School,1050,CW8 3HT,361353,373854,,,,,,,,,,,,,,,
112970,Buxton Community School,1331,SK17 9EA,405362,372622,,,,,,,,,,,,,,,
111450,St Nicholas Catholic High School,1240,CW8 1JW,364872,372423,,,,,,,,,,,,,,,
112961,Parkside Community School,628,S40 2NS,437559,370465,,,,,,,,,,,,,,,
112959,Hasland Hall Community School,840,S41 0LP,439742,369190,,,,,,,,,,,,,,,
111422,Upton-by-Chester High School,1670,CH2 1NN,341987,368929,,,,,,,,,,,,,,,
111396,"Blacon High School, A Specialist Sports College",600,CH1 5JH,337641,367814,,,,,,,,,,,,,,,
112996,Lady Manners School,1461,DE45 1JA,421229,367709,,,,,,,,,,,,,,,
111410,Middlewich High School,700,CW10 9BU,370169,366018,,,,,,,,,,,,,,,
112950,Highfields School,1394,DE4 5NA,431151,361173,,,,,,,,,,,,,,,
112949,Tibshelf Community School,750,DE55 5LZ,443405,360461,,,,,,,,,,,,,,,
111417,Ruskin Community High School,666,CW2 7JT,370149,354884,,,,,,,,,,,,,,,
112968,Anthony Gell School,778,DE4 4DX,428804,353596,,,,,,,,,,,,,,,
124401,Endon High School,700,ST9 9EE,392264,352938,,,,,,,,,,,,,,,
111419,Malbank School and Sixth Form College,1384,CW5 5HD,364315,352588,,,,,,,,,,,,,,,
124390,Birches Head Academy,828,ST2 8DD,389920,349170,,,,,,,,,,,,,,,
111424,Bishop Heber High School,1321,SY14 8JD,349092,348327,,,,,,,,,,,,,,,
112989,Belper School and Sixth Form Centre,1402,DE56 0DA,436500,347830,,,,,,,,,,,,,,,
124399,Moorside High School,781,ST9 0HP,395310,347787,,,,,,,,,,,,,,,
112939,Aldercar High School,750,NG16 4HL,444235,347776,,,,,,,,,,,,,,,
124396,Blythe Bridge High School,1088,ST11 9PW,395991,341199,,,,,,,,,,,,,,,
112991,Murray Park Community School,1100,DE3 9LL,431642,335735,,,,,,,,,,,,,,,
122854,Chilwell School,1165,NG9 5AL,451769,335230,,,,,,,,,,,,,,,
112956,Littleover Community School,1811,DE23 4BZ,432007,333693,,,,,,,,,,,,,,,
124426,Walton Priory Middle School,480,ST15 0AL,389975,332681,,,,,,,,,,,,,,,
121164,Aylsham High School,1025,NR11 6AN,619836,327085,,,,,,,,,,,,,,,
124449,Abbot Beyne School,1189,DE15 0JL,426014,323358,,,,,,,,,,,,,,,
120642,Spalding High School,996,PE11 2PJ,525377,322235,,,,,,,,,,,,,,,
124445,King Edward VI High School,1049,ST17 9YJ,391281,322078,,,,,,,,,,,,,,,
112938,William Allitt School,945,DE11 0TL,428463,321070,,,,,,,,,,,,,,,
124392,Paget High School,1034,DE14 3DR,423188,321059,,,,,,,,,,,,,,,
124467,Stafford Manor High School,691,ST17 9DJ,392220,320909,,,,,,,,,,,,,,,
120274,Iveshead School,950,LE12 9DB,448475,319823,,,,,,,,,,,,,,,
123574,The Burton Borough School,1124,TF10 7DS,375168,318705,,,,,,,,,,,,,,,
124468,Cardinal Griffin Catholic College,998,WS11 4AW,397656,311003,,,,,,,,,,,,,,,
124395,Norton Canes High School,724,WS11 9SP,402344,309035,,,,,,,,,,,,,,,
124408,King Edward VI School,1395,WS14 9EE,412110,308740,,,,,,,,,,,,,,,
120286,Soar Valley College,1456,LE4 7GY,460560,307296,,,,,,,,,,,,,,,
120281,Beaumont Leys School,1050,LE4 0FL,456860,306720,,,,,,,,,,,,,,,
131945,New College Leicester,1800,LE3 6DN,455621,305316,,,,,,,,,,,,,,,
120292,Moat Community College,1050,LE2 0TU,459664,304298,,,,,,,,,,,,,,,
110882,Ken Stimpson Community School,1231,PE4 6JT,516777,303852,,,,,,,,,,,,,,,
120277,Crown Hills Community College,1254,LE5 5FT,461697,303796,,,,,,,,,,,,,,,
120297,The City of Leicester College,1614,LE5 6LN,463626,303492,,,,,,,,,,,,,,,
124453,Bilbrook CofE (VC) Middle School,351,WV8 1EU,387855,303447,,,,,,,,,,,,,,,
120298,Fullhurst Community College,1280,LE3 1AH,456926,303150,,,,,,,,,,,,,,,
124400,Codsall Community High School,1098,WV8 1PQ,387371,303130,,,,,,,,,,,,,,,
104255,St Francis of Assisi Catholic Technology College,1100,WS9 0RN,406087,300120,,,,,,,,,,,,,,,
124437,Perton Middle School,480,WV6 7NR,387193,299966,,,,,,,,,,,,,,,
110907,St John Fisher Catholic High School,750,PE1 5JN,520543,299666,,,,,,,,,,,,,,,
104387,St Matthias School,863,WV1 2BH,394166,298641,,,,,,,,,,,,,,,
104259,"St Thomas More Catholic School, Willenhall",1475,WV14 7BL,396475,297274,,,,,,,,,,,,,,,
104395,Colton Hills Community School,980,WV4 5DG,390845,295935,,,,,,,,,,,,,,,
103539,Cardinal Wiseman Catholic School,645,B44 9SR,407603,294570,,,,,,,,,,,,,,,
103855,The Dormston School,1120,DY3 1SN,392052,293709,,,,,,,,,,,,,,,
103534,St John Wall Catholic School,600,B21 8HH,403387,290909,,,,,,,,,,,,,,,
103483,Hodge Hill Girls' School,750,B36 8EY,412466,289425,,,,,,,,,,,,,,,
103503,Hodge Hill College,1200,B36 8HB,412281,289312,,,,,,,,,,,,,,,
103509,Holte School,1160,B19 2EP,406784,289217,,,,,,,,,,,,,,,
104018,Holly Lodge High School College of Science,1590,B67 7JG,400890,288918,,,,,,,,,,,,,,,
103854,Summerhill School,1050,DY6 9XE,387795,288592,,,,,,,,,,,,,,,
123564,"The Community College, Bishop's Castle",604,SY9 5AY,332452,288305,,,,,,,,,,,,,,,
104019,St Michael's CE High School,1200,B65 9AN,396828,287313,,,,,,,,,,,,,,,
103493,Bordesley Green Girls' School & Sixth Form,1000,B9 4TR,410002,287014,,,,,,,,,,,,,,,
103858,The Wordsley School Business & Enterprise & Music College,755,DY8 5SP,389925,286977,,,,,,,,,,,,,,,
103531,St Paul's School for Girls,964,B16 9SL,404121,286405,,,,,,,,,,,,,,,
104012,Perryfields High School Specialist Maths and Computing College,1300,B68 0RG,399328,285485,,,,,,,,,,,,,,,
103870,Old Swinford Hospital,673,DY8 1QX,390294,283653,,,,,,,,,,,,,,,
103497,Queensbridge School,860,B13 8QB,407344,282575,,,,,,,,,,,,,,,
103519,Moseley School and Sixth Form,1475,B13 9UU,409336,282527,,,,,,,,,,,,,,,
103498,Selly Park  Girls' School,700,B29 7PH,405625,282072,,,,,,,,,,,,,,,
103560,Bishop Challoner Catholic College,964,B14 7EG,407588,281677,,,,,,,,,,,,,,,
103514,Swanshurst School,1790,B13 0TW,408461,281334,,,,,,,,,,,,,,,
103501,Wheelers Lane Technology College,650,B13 0SF,407739,281161,,,,,,,,,,,,,,,
103486,Kings Heath Boys,600,B13 0QP,408230,280611,,,,,,,,,,,,,,,
103562,King's Norton Boys' School,655,B30 1DY,404071,279908,,,,,,,,,,,,,,,
104119,St Peter's Catholic School,1253,B91 3NZ,414461,278624,,,,,,,,,,,,,,,
103499,Turves Green Girls' School,750,B31 4BP,402252,278169,,,,,,,,,,,,,,,
103500,Turves Green Boys' School,625,B31 4BS,402115,277846,,,,,,,,,,,,,,,
103563,Colmers School and Sixth Form College,1063,B45 9NY,399872,277588,,,,,,,,,,,,,,,
122066,The Latimer Arts College,1175,NN15 6SW,489058,276728,,,,,,,,,,,,,,,
125764,The Avon Valley School and Performing Arts College,1100,CV21 1EH,449544,276564,,,,,,,,,,,,,,,
116958,Catshill Middle School,360,B61 0JW,395937,273684,,,,,,,,,,,,,,,
116959,Parkside Middle School,600,B61 0AH,396151,271393,,,,,,,,,,,,,,,
116957,Aston Fields Middle School,600,B60 2ET,396992,269908,,,,,,,,,,,,,,,
125756,Trinity Catholic School,1279,CV32 6NB,430671,266531,,,,,,,,,,,,,,,
124861,St Benedict's Catholic School,852,IP32 6RH,584509,265668,,,,,,,,,,,,,,,
124802,Thurston Community College,1800,IP31 3PB,591870,265552,,,,,,,,,,,,,,,
124856,King Edward VI Church of England Voluntary Controlled Upper School,1640,IP33 3BH,584689,264863,,,,,,,,,,,,,,,
116941,Earl Mortimer College and Sixth Form Centre,800,HR6 8JJ,349678,258506,,,,,,,,,,,,,,,
116999,Blessed Edward Oldcorne Catholic College,1050,WR5 2XD,385658,253699,,,,,,,,,,,,,,,
116952,Weobley High School,525,HR4 8ST,340593,251175,,,,,,,,,,,,,,,
109661,Castle Newnham School,600,MK41 9DT,506012,250878,,,,,,,,,,,,,,,
109690,Biddenham International School and Sports College,1200,MK40 4AZ,502967,249781,,,,,,,,,,,,,,,
109676,Potton Middle School,360,SG19 2PG,521865,249504,,,,,,,,,,,,,,,
124840,Northgate High School,1696,IP4 3DL,618086,246281,,,,,,,,,,,,,,,
109694,Edward Peake CofE VC Middle School,600,SG18 0EJ,519948,245713,,,,,,,,,,,,,,,
116960,Blackminster Middle School,390,WR11 8TG,407265,245338,,,,,,,,,,,,,,,
116984,St Egwin's CofE Middle School,440,WR11 4JU,403739,244660,,,,,,,,,,,,,,,
116932,The De Montfort School,1011,WR11 1DQ,404291,242975,,,,,,,,,,,,,,,
116992,St Mary's RC High School,675,HR1 4DR,354941,240836,,,,,,,,,,,,,,,
110532,The Radcliffe School,1275,MK12 5BT,480805,240797,,,,,,,,,,,,,,,
116936,Aylestone School,900,HR1 1HY,352513,240767,,,,,,,,,,,,,,,
116991,The Bishop of Hereford's Bluecoat School,1175,HR1 1UU,353245,240107,,,,,,,,,,,,,,,
110517,St Paul's Catholic School,1797,MK6 5EN,485623,237130,,,,,,,,,,,,,,,
110484,Buckingham School,1130,MK18 1AT,469857,233403,,,,,,,,,,,,,,,
117504,Fearnhill School,1055,SG6 4BA,520472,232327,,,,,,,,,,,,,,,
117537,The Highfield School,1068,SG6 3QA,520873,231504,,,,,,,,,,,,,,,
117499,The Priory School,1135,SG5 2UR,518064,230727,,,,,,,,,,,,,,,
117554,Edwinstree Church of England Middle School,448,SG9 9AW,535884,229654,,,,,,,,,,,,,,,
109662,Parkfields Middle School,452,LU5 6AB,500729,229074,,,,,,,,,,,,,,,
109709,Lea Manor High School Performing Arts College,1200,LU3 3TL,506541,225727,,,,,,,,,,,,,,,
109686,Lealands High School,1050,LU3 3AL,505321,225596,,,,,,,,,,,,,,,
117530,The Nobel School,1526,SG2 0HS,526093,225230,,,,,,,,,,,,,,,
109689,Leighton Middle School,600,LU7 1EX,491908,224973,,,,,,,,,,,,,,,
115382,St Benedict's Catholic College,876,CO3 3US,597973,224640,,,,,,,,,,,,,,,
117534,Marriotts School,1500,SG2 8UT,525561,224353,,,,,,,,,,,,,,,
109713,Stopsley High School,1350,LU2 7UX,509756,223758,,,,,,,,,,,,,,,
115772,Pittville School,675,GL52 3JD,395666,223661,,,,,,,,,,,,,,,
117518,Barnwell School,1800,SG2 9SW,525831,222832,,,,,,,,,,,,,,,
109707,Ashcroft High School,1320,LU2 9AG,511380,222627,,,,,,,,,,,,,,,
110533,The Cottesloe School,1105,LU7 0NY,488072,222311,,,,,,,,,,,,,,,
117594,St Mary's Catholic School,1029,CM23 2NQ,548369,221288,,,,,,,,,,,,,,,
117577,The Bishop's Stortford High School,1211,CM23 3LU,549012,219777,,,,,,,,,,,,,,,
115720,Barnwood Park School,810,GL4 3QU,385667,217614,,,,,,,,,,,,,,,
110488,The Grange School,1375,HP21 7NH,482890,212964,,,,,,,,,,,,,,,
110497,The Mandeville School,1001,HP21 8ES,481861,211829,,,,,,,,,,,,,,,
117552,The Astley Cooper School,1055,HP2 7HL,507193,209709,,,,,,,,,,,,,,,
117555,Townsend Church of England,853,AL3 6DR,514425,209661,,,,,,,,,,,,,,,
115238,"St John Payne Catholic School, Chelmsford",1269,CM1 4BS,570112,208776,,,,,,,,,,,,,,,
117557,John F Kennedy Catholic School,1243,HP1 2PH,503602,207804,,,,,,,,,,,,,,,
123236,Carterton Community College,918,OX18 1BU,427660,207467,,,,,,,,,,,,,,,
117578,Ashlyns School,1450,HP4 3AH,499207,207052,,,,,,,,,,,,,,,
117500,The Hemel Hempstead School,1200,HP1 1TX,505108,206709,,,,,,,,,,,,,,,
115775,Maidenhill School,785,GL10 2HA,380802,206049,,,,,,,,,,,,,,,
115723,Archway School,1215,GL5 4AX,383682,205836,,,,,,,,,,,,,,,
102058,St Ignatius College,1229,EN1 4NP,534539,198919,,,,,,,,,,,,,,,
115758,Rednock School,1408,GL11 4BY,375444,198723,,,,,,,,,,,,,,,
102049,Chace Community School,1365,EN1 3HQ,533134,197520,,,,,,,,,,,,,,,
102052,Bishop Stopford's School,1165,EN1 3PU,534676,197189,,,,,,,,,,,,,,,
102048,Enfield County School for Girls,1167,EN2 6QG,532660,196786,,,,,,,,,,,,,,,
132256,Highlands School,1589,N21 1QQ,530985,196131,,,,,,,,,,,,,,,
102045,Winchmore School,1433,N21 3HS,532148,193892,,,,,,,,,,,,,,,
103097,Heathcote School & Science College,1260,E4 6ES,539369,193857,,,,,,,,,,,,,,,
102055,The Latymer School,1438,N9 9TN,533405,193668,,,,,,,,,,,,,,,
115322,Beauchamps High School,1349,SS11 8LY,576104,193520,,,,,,,,,,,,,,,
101362,Finchley Catholic High School,1200,N12 8TA,526022,193124,,,,,,,,,,,,,,,
102860,Trinity Catholic High School,1579,IG8 0TP,540024,192805,,,,,,,,,,,,,,,
102053,St Anne's Catholic High School for Girls,1089,N13 5TY,531090,192526,,,,,,,,,,,,,,,
101345,Friern Barnet School,815,N11 3LS,527853,192405,,,,,,,,,,,,,,,
102056,Broomfield School,1150,N14 7HY,529904,192375,,,,,,,,,,,,,,,
101361,St Michael's Catholic Grammar School,726,N12 7NJ,526058,192177,,,,,,,,,,,,,,,
102852,Woodford County High School,1215,IG8 9LA,539868,191750,,,,,,,,,,,,,,,
110500,Cressex Community School,803,HP12 4QA,484260,191364,,,,,,,,,,,,,,,
102854,Woodbridge High School,1850,IG8 7DQ,540912,191083,,,,,,,,,,,,,,,
101364,St James' Catholic High School,1201,NW9 5PE,521928,190571,,,,,,,,,,,,,,,
102861,Kantor King Solomon High School,1160,IG6 3HB,544699,190369,,,,,,,,,,,,,,,
102849,Caterham High School,1182,IG5 0QW,542915,190310,,,,,,,,,,,,,,,
103094,Frederick Bremer School,900,E17 4EY,538394,190293,,,,,,,,,,,,,,,
102850,Ilford County High School,850,IG6 2JB,543973,190161,,,,,,,,,,,,,,,
102156,Fortismere School,1655,N10 1NE,528180,189842,,,,,,,,,,,,,,,
103106,Holy Family Catholic School,1240,E17 3EA,538138,189746,,,,,,,,,,,,,,,
115237,De La Salle School and Language College,750,SS14 2LA,570983,189628,,,,,,,,,,,,,,,
131757,Park View School,1215,N15 3QR,532381,189320,,,,,,,,,,,,,,,
103100,Willowfield School,900,E17 6ND,535903,189267,,,,,,,,,,,,,,,
103103,Walthamstow School for Girls,900,E17 9RZ,537693,189250,,,,,,,,,,,,,,,
133405,Oaks Park High School,1873,IG2 7PQ,545026,188695,,,,,,,,,,,,,,,
102153,Hornsey School for Girls,1042,N8 9JF,530709,188684,,,,,,,,,,,,,,,
102154,Highgate Wood Secondary School,1465,N8 8RN,529449,188604,,,,,,,,,,,,,,,
102157,Gladesmore Community School,1215,N15 6EB,534098,188572,,,,,,,,,,,,,,,
102851,Wanstead High School,1600,E11 2JZ,541203,188279,,,,,,,,,,,,,,,
103101,Leytonstone School,930,E11 1JD,539160,188230,,,,,,,,,,,,,,,
102857,Valentines High School,1288,IG2 6HX,543321,188179,,,,,,,,,,,,,,,
103105,Kelmscott School,900,E17 8DN,536724,188142,,,,,,,,,,,,,,,
100282,Our Lady's Catholic High School,756,N16 5AF,533481,187911,,,,,,,,,,,,,,,
102239,Whitmore High School,1350,HA2 0AD,514224,187316,,,,,,,,,,,,,,,
100459,St Aloysius RC College,1150,N6 5LY,529090,187296,,,,,,,,,,,,,,,
102858,Mayfield School,1840,RM8 1XE,547083,187196,,,,,,,,,,,,,,,
101247,All Saints Catholic School and Technology College,1230,RM8 1JT,549215,187064,,,,,,,,,,,,,,,
131690,Arts and Media School Islington,780,N4 3LS,530684,187037,,,,,,,,,,,,,,,
101245,Robert Clack School,2080,RM8 1JU,548825,186950,,,,,,,,,,,,,,,
100059,La Sainte Union Catholic Secondary School,1219,NW5 1RP,528379,186191,,,,,,,,,,,,,,,
100279,Stoke Newington School and Sixth Form,1651,N16 9EX,532879,186072,,,,,,,,,,,,,,,
100056,William Ellis School,895,NW5 1RN,528267,186049,,,,,,,,,,,,,,,
100050,Parliament Hill School,1163,NW5 1RL,528369,186019,,,,,,,,,,,,,,,
100053,Acland Burghley School,1100,NW5 1UJ,528962,185931,,,,,,,,,,,,,,,
100052,Hampstead School,1302,NW2 3RT,524402,185633,,,,,,,,,,,,,,,
100453,Beacon High,900,N7 0JG,529750,185518,,,,,,,,,,,,,,,
100455,Highbury Fields School,1050,N5 1AR,531721,185476,,,,,,,,,,,,,,,
102776,Little Ilford School,1380,E12 6JB,542764,185163,,,,,,,,,,,,,,,
101943,Northolt High School,1408,UB5 4HP,512687,184974,,,,,,,,,,,,,,,
100285,Cardinal Pole Catholic School,1050,E9 6LG,535492,184933,,,,,,,,,,,,,,,
101241,"Barking Abbey School, A Specialist Sports and Humanities College",2132,IG11 9AG,545828,184731,,,,,,,,,,,,,,,
100054,The Camden School for Girls,1000,NW5 2DB,529441,184659,,,,,,,,,,,,,,,
100284,The Urswick School - A Church of England Secondary School,1050,E9 6NR,535046,184634,,,,,,,,,,,,,,,
102786,St Angela's Ursuline School,1344,E7 8HU,540773,184542,,,,,,,,,,,,,,,
100049,Haverstock School,1336,NW3 2BQ,528159,184498,,,,,,,,,,,,,,,
102782,Plashet School,1410,E6 1DG,542240,184286,,,,,,,,,,,,,,,
102787,St Bonaventure's RC School,1300,E7 9QD,540513,184161,,,,,,,,,,,,,,,
109319,Brimsham Green School,1235,BS37 7LB,370601,183793,,,,,,,,,,,,,,,
101564,Newman Catholic College,800,NW10 3RN,522218,183549,,,,,,,,,,,,,,,
102778,Lister Community School,1350,E13 9AE,540718,183445,,,,,,,,,,,,,,,
100051,Regent High School,1550,NW1 1RX,529555,183356,,,,,,,,,,,,,,,
100277,Haggerston School,1100,E2 8LS,533829,183266,,,,,,,,,,,,,,,
101154,St Augustine's Federated Schools: CE High School,1000,NW6 5SN,525469,183256,,,,,,,,,,,,,,,
100457,Elizabeth Garrett Anderson School,900,N1 9QG,531007,183248,,,,,,,,,,,,,,,
102449,Oak Wood School,1350,UB10 0EX,507810,183194,,,,,,,,,,,,,,,
100972,Oaklands School,850,E2 6PR,534550,182928,,,,,,,,,,,,,,,
100055,Maria Fidelis Catholic School FCJ,917,NW1 1LY,529642,182873,,,,,,,,,,,,,,,
100975,Central Foundation Girls' School,1550,E3 2AE,536855,182784,,,,,,,,,,,,,,,
100967,Morpeth School,1600,E2 0PX,535529,182654,,,,,,,,,,,,,,,
101940,Greenford High School,1800,UB1 2GU,513180,182618,,,,,,,,,,,,,,,
100458,Central Foundation Boys' School,828,EC2A 4SH,532888,182441,,,,,,,,,,,,,,,
100965,Bow School,1350,E3 3QW,538190,182375,,,,,,,,,,,,,,,
102784,Eastlea Community School,1200,E16 4NP,539444,182328,,,,,,,,,,,,,,,
101939,Brentside High School,1269,W7 1JJ,515266,182151,,,,,,,,,,,,,,,
101934,The Cardinal Wiseman Catholic School,1865,UB6 9AW,514424,181988,,,,,,,,,,,,,,,
100973,Swanlea School,1260,E1 5DJ,534690,181987,,,,,,,,,,,,,,,
102777,Rokeby School,900,E16 4DD,539951,181893,,,,,,,,,,,,,,,
110078,Wexham School,956,SL2 5QP,499110,181841,,,,,,,,,,,,,,,
109324,Chipping Sodbury School,1120,BS37 6EW,372687,181808,,,,,,,,,,,,,,,
100503,All Saints Catholic College,600,W10 6EL,523952,181650,,,,,,,,,,,,,,,
100977,Sir John Cass Foundation and Redcoat Church of England Secondary School,1540,E1 0RH,535821,181528,,,,,,,,,,,,,,,
100966,Langdon Park Community School,950,E14 0RZ,538021,181467,,,,,,,,,,,,,,,
100978,Bishop Challoner Girls' School,1100,E1 0LB,535328,181182,,,,,,,,,,,,,,,
101941,The Ellen Wilkinson School for Girls,1416,W3 0HW,518894,181164,,,,,,,,,,,,,,,
146820,Lynch Hill Enterprise Academy,1140,SL2 5AY,498037,181155,,,,,,,,,,,,,,,
100642,London Nautical School,720,SE1 9NA,531386,180308,,,,,,,,,,,,,,,
101928,Villiers High School,1500,UB1 3BT,512936,180128,,,,,,,,,,,,,,,
110102,The Downs School,1121,RG20 6AD,451908,179635,,,,,,,,,,,,,,,
110084,St Bernard's Catholic Grammar School,894,SL3 7AF,499084,179540,,,,,,,,,,,,,,,
100859,Notre Dame Roman Catholic Girls' School,620,SE1 6EX,531562,179260,,,,,,,,,,,,,,,
131310,Elthorne Park High School,999,W7 2AH,516042,179215,,,,,,,,,,,,,,,
100849,St Saviour's and St Olave's Church of England School,825,SE1 4AN,532857,179036,,,,,,,,,,,,,,,
102451,Harlington School,1156,UB3 1PB,508630,178733,,,,,,,,,,,,,,,
100502,Saint Thomas More Language College,592,SW3 2QS,527685,178707,,,,,,,,,,,,,,,
115239,Grays Convent High School,620,RM17 5UX,561881,178571,,,,,,,,,,,,,,,
102545,Gunnersbury Catholic School,1169,TW8 9LB,517147,178506,,,,,,,,,,,,,,,
100974,George Green's School,1239,E14 3DW,538426,178457,,,,,,,,,,,,,,,
100183,Plumstead Manor School,1476,SE18 1QF,544831,178057,,,,,,,,,,,,,,,
100625,Lilian Baylis Technology School,800,SE11 5QY,530793,178036,,,,,,,,,,,,,,,
100740,Deptford Green School,1200,SE14 6AN,536445,177315,,,,,,,,,,,,,,,
100193,St Ursula's Convent School,690,SE10 8HN,538590,177088,,,,,,,,,,,,,,,
100627,Saint Gabriel's College,600,SW9 6UL,531881,176931,,,,,,,,,,,,,,,
100748,Addey and Stanhope School,600,SE14 6TJ,537032,176920,,,,,,,,,,,,,,,
110086,"St Edward's Royal Free Ecumenical Middle School, Windsor",480,SL4 5EN,495200,176738,,,,,,,,,,,,,,,
100857,The St Thomas the Apostle College,960,SE15 2EB,535096,176433,,,,,,,,,,,,,,,
100190,Thomas Tallis School,1950,SE3 9PX,540856,175919,,,,,,,,,,,,,,,
100750,Prendergast School,1000,SE4 1LE,537237,175236,,,,,,,,,,,,,,,
102929,Christ's Church of England Comprehensive Secondary School,930,TW10 6HW,519020,174697,,,,,,,,,,,,,,,
102539,The Heathland School,1679,TW4 5JD,512912,174456,,,,,,,,,,,,,,,
100182,Eltham Hill School,1050,SE9 5EE,542250,174421,,,,,,,,,,,,,,,
118785,Dartford Science & Technology College,950,DA1 2LY,553232,173727,,,,,,,,,,,,,,,
100637,La Retraite Roman Catholic Girls' School,1075,SW12 0AB,529156,173718,,,,,,,,,,,,,,,
110062,The Bulmershe School,1383,RG5 3EU,475300,173361,,,,,,,,,,,,,,,
110063,Little Heath School,1665,RG31 5TY,465536,173322,,,,,,,,,,,,,,,
118933,St John's Catholic Comprehensive,1184,DA12 2JW,565876,173278,,,,,,,,,,,,,,,
118928,Northfleet Technology College,989,DA11 8BG,563003,173050,,,,,,,,,,,,,,,
118788,Northfleet School for Girls,1145,DA11 8AQ,562828,172592,,,,,,,,,,,,,,,
131969,Abbeyfield School,1069,SN15 3XB,393656,172558,,,,,,,,,,,,,,,
101053,Ernest Bevin College,1300,SW17 7DF,527431,172548,,,,,,,,,,,,,,,
100742,Conisborough College,948,SE6 2SE,538361,172407,,,,,,,,,,,,,,,
100741,Sydenham School,1478,SE26 4RD,535005,172368,,,,,,,,,,,,,,,
110107,Blessed Hugh Faringdon Catholic School,849,RG30 3EP,469319,172237,,,,,,,,,,,,,,,
100745,Forest Hill School,1535,SE23 2XN,535796,172139,,,,,,,,,,,,,,,
109327,St Mary Redcliffe and Temple School,1530,BS1 6RT,359228,172090,,,,,,,,,,,,,,,
